Player,salary,inf_adj_salary,year
Bobby Brown,1231500.0,1489689.0,2018
Frank Mason,1184385.0,1432697.0,2018
Abdel Nader,1167333.0,1412070.0,2018
Isaiah Canaan,1113863.0,1347389.0,2018
Damyean Dotson,1100000.0,1330620.0,2018
Andrew Bogut,1078810.0,1304987.0,2018
Wesley Iwundu,1050000.0,1270137.0,2018
Gerald Henderson,1000000.0,1209654.0,2018
Festus Ezeli,1000000.0,1209654.0,2018
Justin Hamilton,1000000.0,1209654.0,2018
Damien Wilkins,992696.0,1200819.0,2018
Ike Anigbogu,950000.0,1149172.0,2018
Rade Zagorac,950000.0,1149172.0,2018
Ivan Rabb,950000.0,1149172.0,2018
Jason Thompson,893333.0,1080624.0,2018
Tyler Dorsey,815615.0,986612.0,2018
Daniel Theis,815615.0,986612.0,2018
Dwayne Bacon,815615.0,986612.0,2018
Maxi Kleber,815615.0,986612.0,2018
Jordan Bell,815615.0,986612.0,2018
Zhou Qi,815615.0,986612.0,2018
Jawun Evans,815615.0,986612.0,2018
Sindarius Thornwell,815615.0,986612.0,2018
Thomas Bryant,815615.0,986612.0,2018
Dillon Brooks,815615.0,986612.0,2018
Sterling Brown,815615.0,986612.0,2018
Frank Jackson,815615.0,986612.0,2018
Dakari Johnson,815615.0,986612.0,2018
Khem Birch,815615.0,986612.0,2018
Davon Reed,815615.0,986612.0,2018
Brandon Paul,815615.0,986612.0,2018
Alfonzo McKinnie,815615.0,986612.0,2018
Royce O'Neale,815615.0,986612.0,2018
Emeka Okafor,813293.0,983803.0,2018
Trey Burke,784160.0,948562.0,2018
Alex Poythress,778668.0,941919.0,2018
Dwight Buycks,748160.0,905015.0,2018
Joel Bolomboy,708200.0,856677.0,2018
Kyle Collinsworth,595702.0,720593.0,2018
Jeff Withey,593780.0,718268.0,2018
Kay Felder,551866.0,667566.0,2018
Michael Gbinije,500000.0,604827.0,2018
Leandro Barbosa,500000.0,604827.0,2018
Derrick Jones,462875.0,559918.0,2018
Nicolas Brussino,393041.0,475443.0,2018
Antonius Cleveland,384116.0,464647.0,2018
Brandon Jennings,380830.0,460672.0,2018
CJ Watson,333333.0,403217.0,2018
Demetrius Jackson,319266.0,386199.0,2018
Travis Wear,304051.0,367796.0,2018
Cameron Oliver,300000.0,362896.0,2018
Shaquille Harrison,230399.0,278703.0,2018
Larry Drew II,222474.0,269116.0,2018
Jaylen Morris,198143.0,239684.0,2018
Nigel Hayes,193532.0,234105.0,2018
David Stockton,192812.0,233235.0,2018
Quinn Cook,189832.0,229630.0,2018
Georges Niang,177250.0,214410.0,2018
Aaron Harrison,174570.0,211169.0,2018
Omari Johnson,170495.0,206240.0,2018
Naz Long,167158.0,202203.0,2018
Jarell Eddie,166256.0,201112.0,2018
Rodney Purvis,165887.0,200666.0,2018
Mike James,164802.0,199352.0,2018
Briante Weber,160378.0,194001.0,2018
Marquis Teague,157944.0,191057.0,2018
Gary Payton II,154500.0,186890.0,2018
Jeremy Evans,154059.0,186358.0,2018
Carrick Felix,140901.0,170441.0,2018
Damion Lee,138239.0,167221.0,2018
Kendrick Perkins,131562.0,159144.0,2018
Milton Doyle,127250.0,153927.0,2018
Brandon Rush,119601.0,144675.0,2018
Ty Lawson,119009.0,143959.0,2018
Derrick Williams,104059.0,125875.0,2018
KJ McDaniels,100000.0,120965.0,2018
Tim Quarterman,96406.0,116617.0,2018
Walter Lemon Jr,92159.0,111480.0,2018
Josh Gray,92159.0,111480.0,2018
Jaylen Johnson,87551.0,105906.0,2018
MarShon Brooks,86118.0,104173.0,2018
CJ Fair,82943.0,100332.0,2018
Josh Magette,77250.0,93445.0,2018
Tyler Cavanaugh,77250.0,93445.0,2018
Andrew White,77250.0,93445.0,2018
Kadeem Allen,77250.0,93445.0,2018
Jabari Bird,77250.0,93445.0,2018
Yakuba Ouattara,77250.0,93445.0,2018
Jacob Wiley,77250.0,93445.0,2018
James Webb,77250.0,93445.0,2018
Mangok Mathiang,77250.0,93445.0,2018
Marcus Paige,77250.0,93445.0,2018
Antonio Blakeney,77250.0,93445.0,2018
Ryan Arcidiacono,77250.0,93445.0,2018
John Holland,77250.0,93445.0,2018
London Perrantes,77250.0,93445.0,2018
Johnathan Motley,77250.0,93445.0,2018
Gian Clavell,77250.0,93445.0,2018
Jalen Jones,77250.0,93445.0,2018
Torrey Craig,77250.0,93445.0,2018
Monte Morris,77250.0,93445.0,2018
Luis Montero,77250.0,93445.0,2018
Reggie Hearn,77250.0,93445.0,2018
Chris Boucher,77250.0,93445.0,2018
RJ Hunter,77250.0,93445.0,2018
Markel Brown,77250.0,93445.0,2018
Edmond Sumner,77250.0,93445.0,2018
Ben Moore,77250.0,93445.0,2018
Jamil Wilson,77250.0,93445.0,2018
CJ Williams,77250.0,93445.0,2018
Tyrone Wallace,77250.0,93445.0,2018
Alex Caruso,77250.0,93445.0,2018
Vander Blue,77250.0,93445.0,2018
Kobi Simmons,77250.0,93445.0,2018
Vince Hunter,77250.0,93445.0,2018
Myke Henry,77250.0,93445.0,2018
Matt Williams,77250.0,93445.0,2018
Derrick Walton,77250.0,93445.0,2018
Xavier Munford,77250.0,93445.0,2018
Marshall Plumlee,77250.0,93445.0,2018
Anthony Brown,77250.0,93445.0,2018
Amile Jefferson,77250.0,93445.0,2018
Charles Cooke,77250.0,93445.0,2018
Luke Kornet,77250.0,93445.0,2018
Isaiah Hicks,77250.0,93445.0,2018
Daniel Hamilton,77250.0,93445.0,2018
PJ Dozier,77250.0,93445.0,2018
Adreian Payne,77250.0,93445.0,2018
Jamel Artis,77250.0,93445.0,2018
James Michael McAdoo,77250.0,93445.0,2018
Jacob Pullen,77250.0,93445.0,2018
James Young,77250.0,93445.0,2018
Alec Peters,77250.0,93445.0,2018
Danuel House,77250.0,93445.0,2018
CJ Wilcox,77250.0,93445.0,2018
JaKarr Sampson,77250.0,93445.0,2018
Jack Cooley,77250.0,93445.0,2018
Darrun Hilliard,77250.0,93445.0,2018
Matt Costello,77250.0,93445.0,2018
Malcolm Miller,77250.0,93445.0,2018
Lorenzo Brown,77250.0,93445.0,2018
Eric Griffin,77250.0,93445.0,2018
Nate Wolters,77250.0,93445.0,2018
Erik McCree,77250.0,93445.0,2018
Michael Young,77250.0,93445.0,2018
Devin Robinson,77250.0,93445.0,2018
Xavier Silas,74158.0,89705.0,2018
Jonathan Gibson,74158.0,89705.0,2018
Scotty Hopson,74158.0,89705.0,2018
Landry Nnoko,50000.0,60482.0,2018
VJ Beachem,50000.0,60482.0,2018
Bronson Koenig,50000.0,60482.0,2018
Daniel Ochefu,50000.0,60482.0,2018
Marcus Thornton II,46079.0,55739.0,2018
Jameel Warney,46079.0,55739.0,2018
Aaron Jackson,46079.0,55739.0,2018
Trey McKinney-Jones,46079.0,55739.0,2018
Andre Ingram,46079.0,55739.0,2018
Stephen Curry,37457154.0,44045441.0,2019
Russell Westbrook,35665000.0,41938067.0,2019
Chris Paul,35654150.0,41925309.0,2019
LeBron James,35654150.0,41925309.0,2019
Kyle Lowry,32700000.0,38451558.0,2019
Blake Griffin,31873932.0,37480194.0,2019
Gordon Hayward,31214295.0,36704534.0,2019
James Harden,30570000.0,35946915.0,2019
Paul George,30560700.0,35935979.0,2019
Mike Conley,30521115.0,35889432.0,2019
Kevin Durant,30000000.0,35276658.0,2019
Paul Millsap,29230769.0,34372128.0,2019
Al Horford,28928710.0,34016941.0,2019
Damian Lillard,27977689.0,32898646.0,2019
DeMar DeRozan,27739975.0,32619121.0,2019
Chris Bosh,26837720.0,31558169.0,2019
Jrue Holiday,26641111.0,31326979.0,2019
Otto Porter,26011913.0,30587112.0,2019
CJ McCollum,25759766.0,30290615.0,2019
Nikola Jokic,25467250.0,29946649.0,2019
Andrew Wiggins,25467250.0,29946649.0,2019
Joel Embiid,25467250.0,29946649.0,2019
Anthony Davis,25434263.0,29907860.0,2019
Andre Drummond,25434262.0,29907859.0,2019
Bradley Beal,25434262.0,29907859.0,2019
Hassan Whiteside,24434262.0,28731970.0,2019
Dwight Howard,24256725.0,28523206.0,2019
Giannis Antetokounmpo,24157304.0,28406299.0,2019
Steven Adams,24157304.0,28406299.0,2019
Kevin Love,24119025.0,28361287.0,2019
Marc Gasol,24119025.0,28361287.0,2019
Chandler Parsons,24107258.0,28347450.0,2019
Harrison Barnes,24107258.0,28347450.0,2019
Nicolas Batum,24000000.0,28221327.0,2019
Rudy Gobert,23491573.0,27623473.0,2019
Kawhi Leonard,23114066.0,27179567.0,2019
DeAndre Jordan,22897200.0,26924557.0,2019
LaMarcus Aldridge,22347015.0,26277600.0,2019
Serge Ibaka,21666667.0,25477587.0,2019
Aaron Gordon,21590909.0,25388504.0,2019
Danilo Gallinari,21587579.0,25384588.0,2019
Victor Oladipo,21000000.0,24693661.0,2019
Ryan Anderson,20421546.0,24013463.0,2019
Joakim Noah,20261172.0,23824881.0,2019
Kyrie Irving,20099189.0,23634407.0,2019
Jabari Parker,20000000.0,23517772.0,2019
Jimmy Butler,19841627.0,23331543.0,2019
Zach LaVine,19500000.0,22929828.0,2019
Wesley Matthews,19360228.0,22765471.0,2019
Allen Crabbe,19332500.0,22732866.0,2019
Enes Kanter,19264603.0,22653027.0,2019
Tyler Johnson,19245370.0,22630411.0,2019
John Wall,19169800.0,22541549.0,2019
George Hill,19000000.0,22341883.0,2019
Jeff Teague,19000000.0,22341883.0,2019
Klay Thompson,18988725.0,22328625.0,2019
Goran Dragic,18109175.0,21294372.0,2019
Kent Bazemore,18089888.0,21271693.0,2019
Evan Turner,17868853.0,21011781.0,2019
Tristan Thompson,17469565.0,20542262.0,2019
Draymond Green,17469565.0,20542262.0,2019
Tim Hardaway Jr,17325000.0,20372270.0,2019
Pau Gasol,17133285.0,20146834.0,2019
Reggie Jackson,17043478.0,20041231.0,2019
Bismack Biyombo,17000000.0,19990106.0,2019
Evan Fournier,17000000.0,19990106.0,2019
Derrick Favors,16900000.0,19872517.0,2019
Luol Deng,16747954.0,19693728.0,2019
Jonas Valanciunas,16539326.0,19448405.0,2019
Gary Harris,16517857.0,19423160.0,2019
Andre Iguodala,16000000.0,18814218.0,2019
Timofey Mozgov,16000000.0,18814218.0,2019
Ian Mahinmi,16000000.0,18814218.0,2019
Clint Capela,15793104.0,18570931.0,2019
Dennis Schroeder,15500000.0,18226273.0,2019
DeMarre Carroll,15400000.0,18108684.0,2019
Gorgui Dieng,15170787.0,17839155.0,2019
Eric Bledsoe,15000000.0,17638329.0,2019
Trevor Ariza,15000000.0,17638329.0,2019
Tobias Harris,14800000.0,17403151.0,2019
Ricky Rubio,14800000.0,17403151.0,2019
JR Smith,14720000.0,17309080.0,2019
Brandon Knight,14631250.0,17204720.0,2019
James Johnson,14420700.0,16957137.0,2019
Robin Lopez,14357750.0,16883114.0,2019
Kenneth Faried,14242782.0,16747925.0,2019
Marvin Williams,14087500.0,16565331.0,2019
Taj Gibson,14000000.0,16462440.0,2019
Thaddeus Young,13764045.0,16184984.0,2019
Tyson Chandler,13585000.0,15974446.0,2019
Marcin Gortat,13565218.0,15951185.0,2019
Kelly Olynyk,13537527.0,15918624.0,2019
Cody Zeller,13528090.0,15907527.0,2019
Eric Gordon,13500375.0,15874937.0,2019
Austin Rivers,13155324.0,15469195.0,2019
Michael Kidd-Gilchrist,13000000.0,15286552.0,2019
Khris Middleton,13000000.0,15286552.0,2019
Mason Plumlee,12917808.0,15189903.0,2019
Wilson Chandler,12800562.0,15052035.0,2019
Solomon Hill,12763467.0,15008415.0,2019
Nikola Vucevic,12750000.0,14992580.0,2019
Dion Waiters,12705000.0,14939665.0,2019
Joe Ingles,12545455.0,14752057.0,2019
Jeremy Lin,12516746.0,14718298.0,2019
Jordan Clarkson,12500000.0,14698607.0,2019
Nikola Mirotic,12500000.0,14698607.0,2019
Miles Plumlee,12400000.0,14581019.0,2019
Tyreke Evans,12400000.0,14581019.0,2019
Courtney Lee,12253780.0,14409080.0,2019
JJ Redick,12250000.0,14404635.0,2019
Kemba Walker,12000000.0,14110663.0,2019
Kentavious Caldwell-Pope,12000000.0,14110663.0,2019
Avery Bradley,12000000.0,14110663.0,2019
Will Barton,11830358.0,13911183.0,2019
TJ Warren,11750000.0,13816691.0,2019
Zach Randolph,11692308.0,13748852.0,2019
Patrick Mills,11571429.0,13606711.0,2019
Alec Burks,11536515.0,13565656.0,2019
Omer Asik,11286516.0,13271685.0,2019
Marcus Smart,11160716.0,13123759.0,2019
Jusuf Nurkic,11111111.0,13065429.0,2019
Iman Shumpert,11011234.0,12947984.0,2019
Moe Harkless,10837079.0,12743197.0,2019
Tony Snell,10607143.0,12472818.0,2019
Dante Exum,10600000.0,12464419.0,2019
Meyers Leonard,10595506.0,12459135.0,2019
John Henson,10577466.0,12437922.0,2019
Bojan Bogdanovic,10500000.0,12346830.0,2019
Mirza Teletovic,10500000.0,12346830.0,2019
Terrence Ross,10500000.0,12346830.0,2019
Robert Covington,10464092.0,12304606.0,2019
Rudy Gay,10087200.0,11861423.0,2019
Jon Leuer,10002681.0,11762038.0,2019
Darren Collison,10000000.0,11758886.0,2019
Andre Roberson,10000000.0,11758886.0,2019
Danny Green,10000000.0,11758886.0,2019
Dwight Powell,9631250.0,11325277.0,2019
Matthew Dellavedova,9607500.0,11297350.0,2019
Jared Dudley,9530000.0,11206218.0,2019
Boban Marjanovic,9490740.0,11160053.0,2019
Josh Richardson,9367200.0,11014783.0,2019
Norman Powell,9367200.0,11014783.0,2019
Markieff Morris,9173294.0,10786771.0,2019
Rajon Rondo,9000000.0,10582997.0,2019
Bogdan Bogdanovic,9000000.0,10582997.0,2019
E'Twaun Moore,8808685.0,10358032.0,2019
Kosta Koufos,8739500.0,10276678.0,2019
Fred VanVleet,8653847.0,10175960.0,2019
Wayne Ellington,8653076.0,10175052.0,2019
Kyle Anderson,8641000.0,10160853.0,2019
Julius Randle,8641000.0,10160853.0,2019
Jerryd Bayless,8575916.0,10084322.0,2019
Cristiano Felicio,8470980.0,9960929.0,2019
Markelle Fultz,8339880.0,9806770.0,2019
Joe Harris,8333333.0,9799071.0,2019
CJ Miles,8333333.0,9799071.0,2019
Jerami Grant,8333333.0,9799071.0,2019
Shaun Livingston,8307692.0,9768920.0,2019
Deandre Ayton,8175840.0,9613877.0,2019
JaMychal Green,8066667.0,9485502.0,2019
Louis Williams,8000000.0,9407109.0,2019
Garrett Temple,8000000.0,9407109.0,2019
PJ Tucker,7959537.0,9359529.0,2019
Cory Joseph,7945000.0,9342435.0,2019
Karl-Anthony Towns,7839435.0,9218302.0,2019
Kyle Korver,7560000.0,8889718.0,2019
Darrell Arthur,7464912.0,8777905.0,2019
Lonzo Ball,7461960.0,8774433.0,2019
Doug McDermott,7333334.0,8623184.0,2019
Marvin Bagley,7314960.0,8601578.0,2019
Jae Crowder,7305825.0,8590836.0,2019
DJ Augustin,7250000.0,8525192.0,2019
Lance Thomas,7119650.0,8371915.0,2019
D'Angelo Russell,7019698.0,8254383.0,2019
Jeremy Lamb,7000000.0,8231220.0,2019
Langston Galloway,7000000.0,8231220.0,2019
Ersan Ilyasova,7000000.0,8231220.0,2019
Davis Bertans,7000000.0,8231220.0,2019
Al-Farouq Aminu,6957105.0,8180780.0,2019
Jayson Tatum,6700800.0,7879394.0,2019
Luka Doncic,6569040.0,7724459.0,2019
Mario Hezonja,6500000.0,7643276.0,2019
Nemanja Bjelica,6500000.0,7643276.0,2019
Ben Simmons,6434520.0,7566278.0,2019
Dewayne Dedmon,6300000.0,7408098.0,2019
Milos Teodosic,6300000.0,7408098.0,2019
Marco Belinelli,6153846.0,7236237.0,2019
Wesley Johnson,6134000.0,7212900.0,2019
Josh Jackson,6041520.0,7104154.0,2019
Ishmael Smith,6000000.0,7055331.0,2019
Montrezl Harrell,6000000.0,7055331.0,2019
Jonathon Simmons,6000000.0,7055331.0,2019
Jaren Jackson Jr,5922720.0,6964459.0,2019
Brandon Ingram,5757120.0,6769731.0,2019
Anthony Tolliver,5750000.0,6761359.0,2019
Kristaps Porzingis,5697054.0,6699101.0,2019
Deron Williams,5474787.0,6437739.0,2019
De'Aaron Fox,5470920.0,6433192.0,2019
Ben McLemore,5460000.0,6420351.0,2019
Patrick Patterson,5451600.0,6410474.0,2019
Jason Smith,5450000.0,6408593.0,2019
Marcus Morris,5375000.0,6320401.0,2019
Trae Young,5363280.0,6306619.0,2019
DeMarcus Cousins,5337000.0,6275717.0,2019
Josh Smith,5331729.0,6269519.0,2019
Alexis Ajinca,5285394.0,6215034.0,2019
Thabo Sefolosha,5250000.0,6173415.0,2019
Aron Baynes,5193600.0,6107095.0,2019
Jaylen Brown,5169960.0,6079297.0,2019
Patrick Beverley,5027028.0,5911225.0,2019
Tony Parker,5000000.0,5879443.0,2019
Dirk Nowitzki,5000000.0,5879443.0,2019
Mike Muscala,5000000.0,5879443.0,2019
Jonathan Isaac,4969080.0,5843084.0,2019
Mo Bamba,4871280.0,5728082.0,2019
Jamal Crawford,4698113.0,5524457.0,2019
Ron Baker,4697823.0,5524115.0,2019
Willie Cauley-Stein,4696874.0,5523000.0,2019
Dragan Bender,4661280.0,5481146.0,2019
Lauri Markkanen,4536120.0,5333971.0,2019
Justin Holiday,4500000.0,5291498.0,2019
Ed Davis,4449000.0,5231528.0,2019
Kyle O'Quinn,4449000.0,5231528.0,2019
Lance Stephenson,4449000.0,5231528.0,2019
Wendell Carter,4446840.0,5228988.0,2019
Alex Len,4350000.0,5115115.0,2019
Luc Mbah a Moute,4320500.0,5080426.0,2019
Mike Scott,4320500.0,5080426.0,2019
Emmanuel Mudiay,4294479.0,5049829.0,2019
Kris Dunn,4221000.0,4963425.0,2019
Frank Ntilikina,4155720.0,4886663.0,2019
Glenn Robinson III,4075000.0,4791746.0,2019
Collin Sexton,4073760.0,4790288.0,2019
Al Jefferson,4000000.0,4703554.0,2019
Stanley Johnson,3940401.0,4633472.0,2019
Buddy Hield,3833760.0,4508074.0,2019
Dennis Smith,3819960.0,4491847.0,2019
Jodie Meeks,3774176.0,4438010.0,2019
Kevin Knox,3744840.0,4403514.0,2019
Jose Juan Barea,3710850.0,4363546.0,2019
Alex Abrines,3667645.0,4312742.0,2019
Nenê,3651480.0,4293733.0,2019
Zach Collins,3628920.0,4267205.0,2019
Frank Kaminsky,3627842.0,4265938.0,2019
Mikal Bridges,3557400.0,4183106.0,2019
Michael Beasley,3500000.0,4115610.0,2019
Jamal Murray,3499800.0,4115375.0,2019
Rodney Hood,3472887.0,4083728.0,2019
Justise Winslow,3448926.0,4055552.0,2019
Malik Monk,3447480.0,4053852.0,2019
Cameron Payne,3440356.0,4045475.0,2019
Brook Lopez,3382000.0,3976855.0,2019
Allonzo Trier,3382000.0,3976855.0,2019
Shai Gilgeous-Alexander,3375360.0,3969047.0,2019
Trey Lyles,3364249.0,3955982.0,2019
Ekpe Udoh,3360000.0,3950985.0,2019
Devin Booker,3314365.0,3897324.0,2019
Myles Turner,3294994.0,3874545.0,2019
Luke Kennard,3275280.0,3851364.0,2019
Troy Daniels,3258539.0,3831678.0,2019
Kelly Oubre,3208630.0,3772991.0,2019
Miles Bridges,3206640.0,3770651.0,2019
Marquese Chriss,3206160.0,3770087.0,2019
Tomas Satoransky,3129187.0,3679575.0,2019
Bryn Forbes,3125000.0,3674651.0,2019
Donovan Mitchell,3111480.0,3658753.0,2019
Terry Rozier,3050389.0,3586917.0,2019
Jerome Robinson,3050160.0,3586648.0,2019
Elfrid Payton,3000000.0,3527665.0,2019
Yogi Ferrell,3000000.0,3527665.0,2019
Bam Adebayo,2955840.0,3475738.0,2019
Jakob Poeltl,2947320.0,3465720.0,2019
Michael Porter,2894160.0,3403209.0,2019
Andrew Nicholson,2844429.0,3344731.0,2019
Justin Jackson,2807880.0,3301754.0,2019
Thon Maker,2799720.0,3292158.0,2019
Seth Curry,2795000.0,3286608.0,2019
Cedi Osman,2775000.0,3263090.0,2019
Sam Dekker,2760094.0,3245563.0,2019
Troy Brown,2752680.0,3236845.0,2019
Guerschon Yabusele,2667600.0,3136800.0,2019
Justin Patton,2667600.0,3136800.0,2019
Domantas Sabonis,2659800.0,3127628.0,2019
Jerian Grant,2639313.0,3103538.0,2019
Zhaire Smith,2615160.0,3075136.0,2019
Corey Brewer,2559925.0,3010185.0,2019
Delon Wright,2536898.0,2983109.0,2019
DJ Wilson,2534280.0,2980031.0,2019
Taurean Prince,2526840.0,2971282.0,2019
Dario Saric,2526840.0,2971282.0,2019
Justin Anderson,2516047.0,2958591.0,2019
Shelvin Mack,2512601.0,2954538.0,2019
Reggie Bullock,2500000.0,2939721.0,2019
Manu Ginobili,2500000.0,2939721.0,2019
Bobby Portis,2494346.0,2933073.0,2019
Dante Cunningham,2487000.0,2924435.0,2019
Donte DiVincenzo,2484360.0,2921330.0,2019
Rondae Hollis-Jefferson,2470356.0,2904863.0,2019
Tyus Jones,2444052.0,2873932.0,2019
Jarell Martin,2416221.0,2841206.0,2019
Greg Monroe,2410167.0,2834086.0,2019
TJ Leaf,2407560.0,2831022.0,2019
Georgios Papagiannis,2400480.0,2822697.0,2019
Vince Carter,2393887.0,2814944.0,2019
Carmelo Anthony,2393887.0,2814944.0,2019
Channing Frye,2393887.0,2814944.0,2019
Devin Harris,2393887.0,2814944.0,2019
Jose Calderon,2393887.0,2814944.0,2019
Zaza Pachulia,2393887.0,2814944.0,2019
JaVale McGee,2393887.0,2814944.0,2019
Udonis Haslem,2393887.0,2814944.0,2019
Dwyane Wade,2393887.0,2814944.0,2019
Raymond Felton,2393887.0,2814944.0,2019
Amir Johnson,2393887.0,2814944.0,2019
Jeff Green,2393887.0,2814944.0,2019
Lonnie Walker,2360160.0,2775285.0,2019
John Collins,2299080.0,2703462.0,2019
Denzel Valentine,2280600.0,2681731.0,2019
Larry Nance Jr,2272390.0,2672077.0,2019
Kevin Huerter,2250960.0,2646878.0,2019
Monta Ellis,2245400.0,2640340.0,2019
Harry Giles,2207040.0,2595233.0,2019
Darius Miller,2205000.0,2592834.0,2019
Henry Ellenson,2199311.0,2586144.0,2019
Omri Casspi,2176260.0,2559039.0,2019
Derrick Rose,2176260.0,2559039.0,2019
Juan Hernangomez,2166360.0,2547398.0,2019
Jonas Jerebko,2165481.0,2546364.0,2019
Quincy Pondexter,2165481.0,2546364.0,2019
Josh Okogie,2163600.0,2544152.0,2019
Nik Stauskas,2161886.0,2542136.0,2019
Terrance Ferguson,2118840.0,2491519.0,2019
Raul Neto,2100000.0,2469366.0,2019
Salah Mejri,2098196.0,2467244.0,2019
Grayson Allen,2076960.0,2442273.0,2019
Jarrett Allen,2034120.0,2391898.0,2019
Isaiah Thomas,2029463.0,2386422.0,2019
Spencer Hawes,2007058.0,2360076.0,2019
Torrey Craig,2000000.0,2351777.0,2019
Cole Aldrich,2000000.0,2351777.0,2019
Chandler Hutchison,1991520.0,2341805.0,2019
Ante Zizic,1952760.0,2296228.0,2019
OG Anunoby,1952760.0,2296228.0,2019
Shabazz Napier,1942422.0,2284071.0,2019
Aaron Holiday,1914480.0,2251215.0,2019
Timothe Luwawu,1880268.0,2210985.0,2019
Tyler Lydon,1874640.0,2204367.0,2019
Anfernee Simons,1837800.0,2161048.0,2019
Tim Frazier,1832107.0,2154353.0,2019
Trey Burke,1795015.0,2110737.0,2019
Malik Beasley,1773840.0,2085838.0,2019
Moritz Wagner,1764240.0,2074549.0,2019
Ian Clark,1757429.0,2066540.0,2019
Nerlens Noel,1757429.0,2066540.0,2019
Deyonta Davis,1741503.0,2047813.0,2019
Furkan Korkmaz,1740000.0,2046046.0,2019
Caleb Swanigan,1740000.0,2046046.0,2019
Landry Shamet,1705920.0,2005971.0,2019
Caris LeVert,1702800.0,2002303.0,2019
Rodions Kurucs,1690000.0,1987251.0,2019
Jonah Bolden,1690000.0,1987251.0,2019
Kyle Kuzma,1689840.0,1987063.0,2019
Tony Bradley,1679520.0,1974928.0,2019
Derrick White,1667160.0,1960394.0,2019
Kyle Singler,1665333.0,1958246.0,2019
Robert Williams,1656600.0,1947977.0,2019
Spencer Dinwiddie,1656092.0,1947379.0,2019
MarShon Brooks,1656092.0,1947379.0,2019
Josh Hart,1655160.0,1946283.0,2019
Jacob Evans,1646400.0,1935983.0,2019
Pat Connaughton,1641000.0,1929633.0,2019
DeAndre Bembry,1634640.0,1922154.0,2019
Dzanan Musa,1634400.0,1921872.0,2019
Omari Spellman,1622520.0,1907902.0,2019
Noah Vonleh,1621415.0,1906603.0,2019
James Ennis,1621415.0,1906603.0,2019
Luke Kornet,1619260.0,1904069.0,2019
TJ McConnell,1600520.0,1882033.0,2019
Richaun Holmes,1600520.0,1882033.0,2019
Malachi Richardson,1569360.0,1845392.0,2019
Kevon Looney,1567007.0,1842625.0,2019
Jahlil Okafor,1567007.0,1842625.0,2019
Wayne Selden,1544951.0,1816690.0,2019
Dorian Finney-Smith,1544951.0,1816690.0,2019
Damian Jones,1544951.0,1816690.0,2019
Quinn Cook,1544951.0,1816690.0,2019
Wade Baldwin,1544951.0,1816690.0,2019
Ivica Zubac,1544951.0,1816690.0,2019
Rodney McGruder,1544951.0,1816690.0,2019
Malcolm Brogdon,1544951.0,1816690.0,2019
Cheick Diallo,1544951.0,1816690.0,2019
Jake Layman,1544951.0,1816690.0,2019
Skal Labissiere,1544951.0,1816690.0,2019
Dejounte Murray,1544951.0,1816690.0,2019
Pascal Siakam,1544951.0,1816690.0,2019
Treveon Graham,1512601.0,1778650.0,2019
David Nwaba,1512601.0,1778650.0,2019
Gerald Green,1512601.0,1778650.0,2019
Derrick Jones,1512601.0,1778650.0,2019
Christian Wood,1512601.0,1778650.0,2019
Georges Niang,1512601.0,1778650.0,2019
Willy Hernangomez,1496500.0,1759717.0,2019
Sviatoslav Mykhailiuk,1487694.0,1749362.0,2019
Mitchell Robinson,1485440.0,1746712.0,2019
Michael Carter-Williams,1468082.0,1726300.0,2019
Jawun Evans,1455492.0,1711496.0,2019
Semi Ojeleye,1378242.0,1620659.0,2019
Daniel Theis,1378242.0,1620659.0,2019
Dwayne Bacon,1378242.0,1620659.0,2019
Maxi Kleber,1378242.0,1620659.0,2019
Jordan Bell,1378242.0,1620659.0,2019
Zhou Qi,1378242.0,1620659.0,2019
Sindarius Thornwell,1378242.0,1620659.0,2019
Rade Zagorac,1378242.0,1620659.0,2019
Dillon Brooks,1378242.0,1620659.0,2019
Ivan Rabb,1378242.0,1620659.0,2019
Tyler Dorsey,1378242.0,1620659.0,2019
Sterling Brown,1378242.0,1620659.0,2019
Frank Jackson,1378242.0,1620659.0,2019
Damyean Dotson,1378242.0,1620659.0,2019
Abdel Nader,1378242.0,1620659.0,2019
Wesley Iwundu,1378242.0,1620659.0,2019
Khem Birch,1378242.0,1620659.0,2019
Frank Mason,1378242.0,1620659.0,2019
Royce O'Neale,1378242.0,1620659.0,2019
Thomas Bryant,1378242.0,1620659.0,2019
Daniel Hamilton,1349383.0,1586724.0,2019
Jabari Bird,1349383.0,1586724.0,2019
Antonio Blakeney,1349383.0,1586724.0,2019
Ryan Arcidiacono,1349383.0,1586724.0,2019
Monte Morris,1349383.0,1586724.0,2019
Alfonzo McKinnie,1349383.0,1586724.0,2019
Ike Anigbogu,1349383.0,1586724.0,2019
Tyrone Wallace,1349383.0,1586724.0,2019
Shaquille Harrison,1325531.0,1558676.0,2019
Elie Okobo,1238464.0,1456295.0,2019
Jalen Brunson,1230000.0,1446343.0,2019
Melvin Frazier,1050000.0,1234683.0,2019
Raymond Spalding,1023210.0,1203180.0,2019
Isaac Bonga,1000000.0,1175888.0,2019
Justin Hamilton,1000000.0,1175888.0,2019
Devonte Graham,988464.0,1162323.0,2019
Chasson Randle,975824.0,1147460.0,2019
Patrick McCaw,964104.0,1133678.0,2019
De'Anthony Melton,949000.0,1115918.0,2019
Jason Thompson,893333.0,1050460.0,2019
