Player,salary,inf_adj_salary,year
Damian Lillard,4236286.0,5260093.0,2016
Cody Zeller,4204200.0,5220252.0,2016
Aaron Gordon,4171680.0,5179873.0,2016
Kristaps Porzingis,4131720.0,5130256.0,2016
Vince Carter,4088019.0,5075993.0,2016
Devin Harris,4053446.0,5033065.0,2016
Thabo Sefolosha,4000000.0,4966702.0,2016
Ian Mahinmi,4000000.0,4966702.0,2016
Jordan Hill,4000000.0,4966702.0,2016
Alan Anderson,4000000.0,4966702.0,2016
Nemanja Bjelica,3950000.0,4904618.0,2016
Harrison Barnes,3873398.0,4809504.0,2016
Marreese Speights,3815500.0,4737613.0,2016
Alex Len,3807120.0,4727208.0,2016
Dante Exum,3777720.0,4690703.0,2016
Steve Novak,3758017.0,4666237.0,2016
Kyle O'Quinn,3750000.0,4656283.0,2016
Nick Collison,3750000.0,4656283.0,2016
Mario Hezonja,3741480.0,4645704.0,2016
Terrence Ross,3553917.0,4412812.0,2016
Lavoy Allen,3550000.0,4407948.0,2016
Matt Barnes,3542500.0,4398636.0,2016
Will Barton,3533333.0,4387253.0,2016
Nerlens Noel,3457800.0,4293466.0,2016
Marcus Smart,3431040.0,4260238.0,2016
Evan Turner,3425510.0,4253372.0,2016
Bojan Bogdanovic,3425510.0,4253372.0,2016
Willie Cauley-Stein,3398280.0,4219561.0,2016
Quincy Pondexter,3382023.0,4199375.0,2016
Paul Pierce,3376000.0,4191897.0,2016
Anthony Morrow,3344000.0,4152163.0,2016
Mike Scott,3333333.0,4138918.0,2016
Drew Gooden,3300000.0,4097529.0,2016
Andre Drummond,3272090.0,4062874.0,2016
Norris Cole,3203780.0,3978055.0,2016
Patrick Mills,3200000.0,3973362.0,2016
KJ McDaniels,3189794.0,3960689.0,2016
Ben McLemore,3156600.0,3919473.0,2016
Randy Foye,3135000.0,3892653.0,2016
Julius Randle,3132240.0,3889226.0,2016
Austin Rivers,3110796.0,3862599.0,2016
Emmanuel Mudiay,3102240.0,3851975.0,2016
Meyers Leonard,3075879.0,3819244.0,2016
Jeremy Lamb,3034356.0,3767686.0,2016
DJ Augustin,3000000.0,3725027.0,2016
Anthony Tolliver,3000000.0,3725027.0,2016
Brandon Bass,3000000.0,3725027.0,2016
Jerryd Bayless,3000000.0,3725027.0,2016
Toney Douglas,2971568.0,3689723.0,2016
John Henson,2943220.0,3654524.0,2016
Luis Scola,2900000.0,3600859.0,2016
Moe Harkless,2894058.0,3593481.0,2016
Kentavious Caldwell-Pope,2891760.0,3590628.0,2016
Kirk Hinrich,2870000.0,3563609.0,2016
Nik Stauskas,2869440.0,3562913.0,2016
Udonis Haslem,2854940.0,3544909.0,2016
Brian Roberts,2854940.0,3544909.0,2016
Dante Cunningham,2850000.0,3538775.0,2016
Stanley Johnson,2841960.0,3528792.0,2016
Omri Casspi,2836186.0,3521623.0,2016
Darrell Arthur,2814000.0,3494075.0,2016
Kevin Seraphin,2814000.0,3494075.0,2016
Sonny Weems,2814000.0,3494075.0,2016
Manu Ginobili,2814000.0,3494075.0,2016
Bismack Biyombo,2814000.0,3494075.0,2016
Tibor Pleiss,2700000.0,3352524.0,2016
Furkan Aldemir,2683841.0,3332460.0,2016
Trey Burke,2658240.0,3300671.0,2016
Noah Vonleh,2637720.0,3275192.0,2016
Tyler Zeller,2616975.0,3249434.0,2016
Frank Kaminsky,2612520.0,3243902.0,2016
CJ McCollum,2525160.0,3135429.0,2016
Elfrid Payton,2505720.0,3111291.0,2016
Joel Anthony,2500000.0,3104189.0,2016
Leandro Barbosa,2500000.0,3104189.0,2016
James Johnson,2500000.0,3104189.0,2016
Terrence Jones,2489529.0,3091187.0,2016
Justise Winslow,2481720.0,3081491.0,2016
Shelvin Mack,2433333.0,3021410.0,2016
Michael Carter-Williams,2399040.0,2978829.0,2016
Andrew Nicholson,2380593.0,2955924.0,2016
Doug McDermott,2380440.0,2955734.0,2016
Tony Wroten,2346760.0,2913913.0,2016
Jordan Farmar,2291455.0,2845243.0,2016
Evan Fournier,2288204.0,2841207.0,2016
Steven Adams,2279040.0,2829828.0,2016
Myles Turner,2277960.0,2828487.0,2016
Jared Sullinger,2269260.0,2817684.0,2016
Aaron Brooks,2250000.0,2793770.0,2016
Trey Lyles,2239800.0,2781105.0,2016
Ramon Sessions,2170465.0,2695013.0,2016
Kelly Olynyk,2165160.0,2688426.0,2016
Zach LaVine,2148360.0,2667566.0,2016
Kendall Marshall,2144772.0,2663111.0,2016
Jeremy Lin,2139000.0,2655944.0,2016
Gary Neal,2139000.0,2655944.0,2016
Miles Plumlee,2109293.0,2619057.0,2016
Maurice Williams,2100000.0,2607518.0,2016
Danny Granger,2100000.0,2607518.0,2016
Steve Blake,2100000.0,2607518.0,2016
Joe Ingles,2100000.0,2607518.0,2016
Beno Udrih,2080465.0,2583262.0,2016
Shabazz Muhammad,2056920.0,2554027.0,2016
Devin Booker,2055840.0,2552686.0,2016
TJ Warren,2041080.0,2534359.0,2016
Perry Jones,2038206.0,2530790.0,2016
Cameron Payne,2021520.0,2510072.0,2016
Festus Ezeli,2008748.0,2494213.0,2016
Kent Bazemore,2000000.0,2483351.0,2016
DeJuan Blair,2000000.0,2483351.0,2016
Giannis Antetokounmpo,1953960.0,2426184.0,2016
Adreian Payne,1938840.0,2407410.0,2016
Kelly Oubre,1920240.0,2384315.0,2016
Jusuf Nurkic,1842000.0,2287166.0,2016
Lucas Nogueira,1842000.0,2287166.0,2016
Terry Rozier,1824360.0,2265263.0,2016
Dennis Schroeder,1763400.0,2189570.0,2016
Zoran Dragic,1756500.0,2181003.0,2016
James Young,1749840.0,2172733.0,2016
Rashad Vaughn,1733040.0,2151873.0,2016
Ryan Kelly,1724250.0,2140959.0,2016
Joffrey Lauvergne,1709719.0,2122916.0,2016
Louis Amundson,1700000.0,2110848.0,2016
Tyler Ennis,1662360.0,2064111.0,2016
Sam Dekker,1646400.0,2044294.0,2016
Lance Thomas,1636842.0,2032426.0,2016
Sergey Karasev,1599840.0,1986482.0,2016
Gary Harris,1587480.0,1971135.0,2016
Jerian Grant,1572360.0,1952361.0,2016
Tony Snell,1535880.0,1907064.0,2016
Bruno Caboclo,1524000.0,1892313.0,2016
Delon Wright,1509360.0,1874135.0,2016
Shane Larkin,1500000.0,1862513.0,2016
Wayne Ellington,1500000.0,1862513.0,2016
James Jones,1499187.0,1861504.0,2016
Richard Jefferson,1499187.0,1861504.0,2016
Charlie Villanueva,1499187.0,1861504.0,2016
Samuel Dalembert,1499187.0,1861504.0,2016
Jason Terry,1499187.0,1861504.0,2016
Metta World Peace,1499187.0,1861504.0,2016
Amare Stoudemire,1499187.0,1861504.0,2016
Tayshaun Prince,1499187.0,1861504.0,2016
Kendrick Perkins,1499187.0,1861504.0,2016
Ronnie Price,1499187.0,1861504.0,2016
Caron Butler,1499187.0,1861504.0,2016
Rasual Butler,1499187.0,1861504.0,2016
Matt Bonner,1499187.0,1861504.0,2016
David West,1499187.0,1861504.0,2016
Andre Miller,1490369.0,1850554.0,2016
Gorgui Dieng,1474440.0,1830776.0,2016
Mitch McGary,1463040.0,1816621.0,2016
Justin Anderson,1449000.0,1799188.0,2016
Marcus Thornton,1436891.0,1784152.0,2016
Pablo Prigioni,1421348.0,1764852.0,2016
Mason Plumlee,1415520.0,1757616.0,2016
Jordan Adams,1404600.0,1744057.0,2016
Andrea Bargnani,1362897.0,1692276.0,2016
Gerald Green,1362897.0,1692276.0,2016
Solomon Hill,1358880.0,1687288.0,2016
Aaron Gray,1356146.0,1683893.0,2016
Sasha Vujacic,1356146.0,1683893.0,2016
Rodney Hood,1348440.0,1674325.0,2016
Matthew Dellavedova,1347276.0,1672879.0,2016
Bobby Portis,1344120.0,1668961.0,2016
Rondae Hollis-Jefferson,1335480.0,1658233.0,2016
Alonzo Gee,1320000.0,1639011.0,2016
Tim Hardaway Jr,1304520.0,1619790.0,2016
Nikola Jokic,1300000.0,1614178.0,2016
Shabazz Napier,1294440.0,1607274.0,2016
Tyus Jones,1282080.0,1591927.0,2016
Sasha Kaun,1276000.0,1584378.0,2016
Cartier Martin,1270964.0,1578125.0,2016
Brandon Rush,1270964.0,1578125.0,2016
Luc Mbah a Moute,1270964.0,1578125.0,2016
Reggie Bullock,1252400.0,1555074.0,2016
Clint Capela,1242720.0,1543055.0,2016
Jarell Martin,1230840.0,1528304.0,2016
Andre Roberson,1210800.0,1503420.0,2016
PJ Hairston,1201440.0,1491798.0,2016
Boban Marjanovic,1200000.0,1490010.0,2016
Tyler Hansbrough,1185784.0,1472359.0,2016
Jeremy Evans,1185784.0,1472359.0,2016
Rudy Gobert,1175880.0,1460061.0,2016
Jordan Mickey,1170960.0,1453952.0,2016
Archie Goodwin,1160160.0,1440542.0,2016
CJ Wilcox,1159680.0,1439946.0,2016
Larry Nance Jr,1155600.0,1434880.0,2016
Chris Copeland,1150000.0,1427927.0,2016
Damjan Rudez,1149500.0,1427306.0,2016
RJ Hunter,1148640.0,1426238.0,2016
Kyle Anderson,1142880.0,1419086.0,2016
Chris McCullough,1140240.0,1415808.0,2016
Josh Huestis,1140240.0,1415808.0,2016
Kevon Looney,1131960.0,1405527.0,2016
JaKarr Sampson,1103547.0,1370247.0,2016
Cole Aldrich,1100602.0,1366590.0,2016
Wesley Johnson,1100602.0,1366590.0,2016
Luke Babbitt,1100602.0,1366590.0,2016
Ishmael Smith,1100602.0,1366590.0,2016
Garrett Temple,1100602.0,1366590.0,2016
Glenn Robinson III,1100000.0,1365843.0,2016
Ray McCallum,1076758.0,1336983.0,2016
Richaun Holmes,1075000.0,1334801.0,2016
Jared Cunningham,1039074.0,1290191.0,2016
Jon Leuer,1035000.0,1285134.0,2016
Donald Sloan,1015421.0,1260823.0,2016
E'Twaun Moore,1015421.0,1260823.0,2016
Joey Dorsey,1015421.0,1260823.0,2016
James Anderson,1015421.0,1260823.0,2016
Phil Pressey,1014142.0,1259235.0,2016
Rakeem Christmas,1007026.0,1250399.0,2016
Joseph Young,1007026.0,1250399.0,2016
Walter Tavares,1000000.0,1241675.0,2016
Montrezl Harrell,1000000.0,1241675.0,2016
Robert Covington,1000000.0,1241675.0,2016
Tim Frazier,989216.0,1228285.0,2016
Robert Sacre,981358.0,1218528.0,2016
John Jenkins,981349.0,1218517.0,2016
Thomas Robinson,981348.0,1218515.0,2016
Hassan Whiteside,981348.0,1218515.0,2016
Quincy Acy,981348.0,1218515.0,2016
Christapher Johnson,981348.0,1218515.0,2016
Mike Muscala,947276.0,1176209.0,2016
Troy Daniels,947276.0,1176209.0,2016
Justin Holiday,947276.0,1176209.0,2016
Gal Mekel,947276.0,1176209.0,2016
Ian Clark,947276.0,1176209.0,2016
Dewayne Dedmon,947276.0,1176209.0,2016
Isaiah Canaan,947276.0,1176209.0,2016
Hollis Thompson,947276.0,1176209.0,2016
Allen Crabbe,947276.0,1176209.0,2016
Seth Curry,947276.0,1176209.0,2016
Jeff Withey,947276.0,1176209.0,2016
James Ennis,944477.0,1172733.0,2016
Elton Brand,890693.0,1105951.0,2016
Damien Inglis,855000.0,1061632.0,2016
Markel Brown,845059.0,1049289.0,2016
Cameron Bairstow,845059.0,1049289.0,2016
Dwight Powell,845059.0,1049289.0,2016
Nick Johnson,845059.0,1049289.0,2016
Spencer Dinwiddie,845059.0,1049289.0,2016
James Michael McAdoo,845059.0,1049289.0,2016
Shayne Whittington,845059.0,1049289.0,2016
Tarik Black,845059.0,1049289.0,2016
Jordan Clarkson,845059.0,1049289.0,2016
Russ Smith,845059.0,1049289.0,2016
JaMychal Green,845059.0,1049289.0,2016
Tyler Johnson,845059.0,1049289.0,2016
Johnny O'Bryant,845059.0,1049289.0,2016
Jarnell Stokes,845059.0,1049289.0,2016
Cleanthony Early,845059.0,1049289.0,2016
Langston Galloway,845059.0,1049289.0,2016
Devyn Marble,845059.0,1049289.0,2016
Joe Harris,845059.0,1049289.0,2016
Jerami Grant,845059.0,1049289.0,2016
Eric Moreland,845059.0,1049289.0,2016
Raul Neto,840000.0,1043007.0,2016
Kostas Papanikolaou,800320.0,993737.0,2016
Pierre Jackson,750000.0,931256.0,2016
Norman Powell,650000.0,807089.0,2016
Jimmer Fredette,625167.0,776253.0,2016
Pat Connaughton,625093.0,776162.0,2016
Ryan Hollins,615906.0,764755.0,2016
Darrun Hilliard,600000.0,745005.0,2016
Lamar Patterson,525093.0,651995.0,2016
Willie Reed,525093.0,651995.0,2016
Aaron Harrison,525093.0,651995.0,2016
Cristiano Felicio,525093.0,651995.0,2016
Salah Mejri,525093.0,651995.0,2016
Maurice Ndour,525093.0,651995.0,2016
Branden Dawson,525093.0,651995.0,2016
Marcelo Huertas,525093.0,651995.0,2016
Anthony Brown,525093.0,651995.0,2016
Michael Frazier,525093.0,651995.0,2016
Josh Richardson,525093.0,651995.0,2016
TJ McConnell,525093.0,651995.0,2016
Cliff Alexander,525093.0,651995.0,2016
Luis Montero,525093.0,651995.0,2016
Duje Dukan,525093.0,651995.0,2016
Jonathon Simmons,525093.0,651995.0,2016
Treveon Graham,525093.0,651995.0,2016
Cory Jefferson,362878.0,450576.0,2016
Elijah Millsap,352936.0,438232.0,2016
Nazr Mohammed,352749.0,437999.0,2016
Jarell Eddie,349032.0,433384.0,2016
Christian Wood,339762.0,421874.0,2016
Sean Kilpatrick,320594.0,398072.0,2016
Michael Beasley,306526.0,380605.0,2016
Jorge Gutierrez,300899.0,373618.0,2016
Jeff Ayres,251890.0,312765.0,2016
Lorenzo Brown,222888.0,276754.0,2016
Andrew Goudelock,200600.0,249080.0,2016
Scottie Wilbekin,200000.0,248335.0,2016
Erick Green,199418.0,247611.0,2016
Greg Smith,197111.0,244747.0,2016
Jordan McRae,172971.0,214773.0,2016
Henry Sims,161633.0,200695.0,2016
Xavier Munford,123548.0,153406.0,2016
Jordan Hamilton,119461.0,148331.0,2016
Alan Williams,114284.0,141903.0,2016
Orlando Johnson,111444.0,138376.0,2016
Jonathan Holmes,100000.0,124167.0,2016
Justin Harper,99418.0,123444.0,2016
Bryce Cotton,99418.0,123444.0,2016
Alex Stepheson,92662.0,115055.0,2016
Chuck Hayes,70549.0,87598.0,2016
Axel Toupane,61775.0,76704.0,2016
Bryce Dejean-Jones,61775.0,76704.0,2016
Keith Appling,61775.0,76704.0,2016
Coty Clarke,61774.0,76703.0,2016
Briante Weber,61774.0,76702.0,2016
Elliot Williams,57726.0,71676.0,2016
Quincy Miller,50000.0,62083.0,2016
Thanasis Antetokounmpo,30887.0,38351.0,2016
JJ O'Brien,30887.0,38351.0,2016
Nate Robinson,26456.0,32849.0,2016
Dorell Wright,17637.0,21899.0,2016
John Holland,9266.0,11505.0,2016
LeBron James,30963450.0,38066911.0,2017
Al Horford,26540100.0,32628781.0,2017
Kevin Durant,26540100.0,32628781.0,2017
James Harden,26540100.0,32628781.0,2017
Mike Conley,26540100.0,32628781.0,2017
Russell Westbrook,26540100.0,32628781.0,2017
DeMar DeRozan,26540100.0,32628781.0,2017
Dirk Nowitzki,25000000.0,30735360.0,2017
Carmelo Anthony,24559380.0,30193655.0,2017
Damian Lillard,24328425.0,29909716.0,2017
Chris Bosh,23741060.0,29187601.0,2017
Dwight Howard,23500000.0,28891238.0,2017
Dwyane Wade,23200000.0,28522414.0,2017
Chris Paul,22868827.0,28115265.0,2017
Harrison Barnes,22116750.0,27190650.0,2017
Andre Drummond,22116750.0,27190650.0,2017
Chandler Parsons,22116750.0,27190650.0,2017
Hassan Whiteside,22116750.0,27190650.0,2017
Anthony Davis,22116750.0,27190650.0,2017
Bradley Beal,22116750.0,27190650.0,2017
Derrick Rose,21323252.0,26215113.0,2017
Brook Lopez,21165675.0,26021385.0,2017
Kevin Love,21165675.0,26021385.0,2017
DeAndre Jordan,21165675.0,26021385.0,2017
Marc Gasol,21165675.0,26021385.0,2017
Nicolas Batum,20869566.0,25657344.0,2017
LaMarcus Aldridge,20575005.0,25295207.0,2017
Blake Griffin,20093064.0,24702702.0,2017
Paul Millsap,20072033.0,24676846.0,2017
Ryan Anderson,18735364.0,23033526.0,2017
Allen Crabbe,18500000.0,22744166.0,2017
Paul George,18100000.0,22252400.0,2017
Luol Deng,18000000.0,22129459.0,2017
Kyrie Irving,17638063.0,21684488.0,2017
Kawhi Leonard,17638063.0,21684488.0,2017
Jimmy Butler,17552209.0,21578938.0,2017
Tobias Harris,17200000.0,21145927.0,2017
Wesley Matthews,17145838.0,21079340.0,2017
Greg Monroe,17145838.0,21079340.0,2017
Enes Kanter,17145838.0,21079340.0,2017
Joakim Noah,17000000.0,20900044.0,2017
Evan Fournier,17000000.0,20900044.0,2017
Bismack Biyombo,17000000.0,20900044.0,2017
Klay Thompson,16663575.0,20486439.0,2017
Evan Turner,16393443.0,20154334.0,2017
Gordon Hayward,16073140.0,19760549.0,2017
Timofey Mozgov,16000000.0,19670630.0,2017
Ian Mahinmi,16000000.0,19670630.0,2017
Goran Dragic,15891725.0,19537515.0,2017
DeMarcus Cousins,15756438.0,19371191.0,2017
John Wall,15756438.0,19371191.0,2017
Kent Bazemore,15730337.0,19339102.0,2017
Pau Gasol,15500000.0,19055923.0,2017
Tristan Thompson,15330435.0,18847457.0,2017
Draymond Green,15330435.0,18847457.0,2017
Khris Middleton,15200000.0,18687098.0,2017
Danilo Gallinari,15050000.0,18502686.0,2017
Jeff Green,15000000.0,18441216.0,2017
Reggie Jackson,14956522.0,18387763.0,2017
Deron Williams,14885520.0,18300471.0,2017
Tony Parker,14445313.0,17759275.0,2017
Jonas Valanciunas,14382023.0,17681466.0,2017
DeMarre Carroll,14200000.0,17457684.0,2017
Rajon Rondo,14000000.0,17211801.0,2017
Eric Bledsoe,14000000.0,17211801.0,2017
Manu Ginobili,14000000.0,17211801.0,2017
Ricky Rubio,13400000.0,16474152.0,2017
Rudy Gay,13333333.0,16392191.0,2017
Jamal Crawford,13253012.0,16293443.0,2017
Robin Lopez,13219250.0,16251936.0,2017
Michael Kidd-Gilchrist,13000000.0,15982387.0,2017
JR Smith,12800000.0,15736504.0,2017
Brandon Knight,12606250.0,15498305.0,2017
Jordan Clarkson,12500000.0,15367680.0,2017
Arron Afflalo,12500000.0,15367680.0,2017
Tyson Chandler,12415000.0,15263179.0,2017
Miles Plumlee,12400000.0,15244738.0,2017
Eric Gordon,12385665.0,15227114.0,2017
John Henson,12267606.0,15081971.0,2017
Marvin Williams,12250000.0,15060326.0,2017
Serge Ibaka,12250000.0,15060326.0,2017
Stephen Curry,12112359.0,14891108.0,2017
Nikola Pekovic,12100000.0,14875914.0,2017
Kenneth Faried,12078652.0,14849668.0,2017
Thaddeus Young,12078652.0,14849668.0,2017
Amir Johnson,12000000.0,14752972.0,2017
Kemba Walker,12000000.0,14752972.0,2017
Kyle Lowry,12000000.0,14752972.0,2017
Marcin Gortat,12000000.0,14752972.0,2017
Nikola Vucevic,11750000.0,14445619.0,2017
Solomon Hill,11709603.0,14395954.0,2017
Jeremy Lin,11483254.0,14117677.0,2017
Andrew Bogut,11410378.0,14028082.0,2017
Courtney Lee,11242000.0,13821076.0,2017
Wilson Chandler,11233146.0,13810191.0,2017
Andre Iguodala,11131368.0,13685064.0,2017
Derrick Favors,11050000.0,13585029.0,2017
Austin Rivers,11000000.0,13523558.0,2017
Jrue Holiday,11000000.0,13523558.0,2017
Joe Johnson,11000000.0,13523558.0,2017
Jon Leuer,10991957.0,13513670.0,2017
Anderson Varejao,10851659.0,13341184.0,2017
Monta Ellis,10763500.0,13232801.0,2017
Mirza Teletovic,10500000.0,12908851.0,2017
Jared Dudley,10470000.0,12871968.0,2017
Al Jefferson,10230179.0,12577129.0,2017
Tyreke Evans,10203755.0,12544643.0,2017
Zach Randolph,10000000.0,12294144.0,2017
Terrence Ross,10000000.0,12294144.0,2017
Danny Green,10000000.0,12294144.0,2017
Alec Burks,9904495.0,12176728.0,2017
Omer Asik,9904494.0,12176727.0,2017
Iman Shumpert,9662922.0,11879735.0,2017
Matthew Dellavedova,9607500.0,11811598.0,2017
Jerryd Bayless,9424084.0,11586104.0,2017
Trevor Booker,9250000.0,11372083.0,2017
Meyers Leonard,9213484.0,11327189.0,2017
Gerald Henderson,9000000.0,11064729.0,2017
Moe Harkless,8988764.0,11050915.0,2017
Taj Gibson,8950000.0,11003258.0,2017
E'Twaun Moore,8801363.0,10820522.0,2017
Kris Humphries,8630000.0,10609845.0,2017
Ersan Ilyasova,8400000.0,10327080.0,2017
Dwight Powell,8375000.0,10296345.0,2017
Avery Bradley,8269663.0,10166842.0,2017
Tiago Splitter,8250000.0,10142668.0,2017
Darrell Arthur,8070175.0,9921589.0,2017
Kosta Koufos,8046500.0,9892482.0,2017
Tyler Zeller,8000000.0,9835315.0,2017
Jeff Teague,8000000.0,9835315.0,2017
Kevin Garnett,8000000.0,9835315.0,2017
Garrett Temple,8000000.0,9835315.0,2017
Anthony Tolliver,8000000.0,9835315.0,2017
George Hill,8000000.0,9835315.0,2017
Channing Frye,7806971.0,9598002.0,2017
Trevor Ariza,7800000.0,9589432.0,2017
Jose Calderon,7708427.0,9476851.0,2017
Al-Farouq Aminu,7680965.0,9443088.0,2017
Cole Aldrich,7643979.0,9397617.0,2017
Corey Brewer,7612172.0,9358513.0,2017
Festus Ezeli,7400000.0,9097666.0,2017
Markieff Morris,7400000.0,9097666.0,2017
JJ Redick,7377500.0,9070004.0,2017
Cory Joseph,7315000.0,8993166.0,2017
DJ Augustin,7250000.0,8913254.0,2017
Jeremy Lamb,7000000.0,8605900.0,2017
Louis Williams,7000000.0,8605900.0,2017
Rodney Stuckey,7000000.0,8605900.0,2017
Boris Diaw,7000000.0,8605900.0,2017
Sergio Rodriguez,6800000.0,8360017.0,2017
Carl Landry,6750000.0,8298547.0,2017
Ed Davis,6666667.0,8196096.0,2017
Isaiah Thomas,6587131.0,8098313.0,2017
Victor Oladipo,6552960.0,8056303.0,2017
Jodie Meeks,6540000.0,8040370.0,2017
Matt Barnes,6508351.0,8001460.0,2017
Aron Baynes,6500000.0,7991193.0,2017
Marco Belinelli,6333333.0,7786290.0,2017
Jae Crowder,6286408.0,7728600.0,2017
Tarik Black,6191000.0,7611304.0,2017
Lance Thomas,6191000.0,7611304.0,2017
Andrew Nicholson,6088993.0,7485895.0,2017
Patrick Patterson,6050000.0,7437957.0,2017
Andrew Wiggins,6006600.0,7384600.0,2017
Ramon Sessions,6000000.0,7376486.0,2017
Ishmael Smith,6000000.0,7376486.0,2017
Patrick Beverley,6000000.0,7376486.0,2017
Wayne Ellington,6000000.0,7376486.0,2017
Alex Abrines,5994764.0,7370049.0,2017
Karl-Anthony Towns,5960160.0,7327506.0,2017
Ben Simmons,5903160.0,7257429.0,2017
Otto Porter,5893981.0,7246145.0,2017
Nikola Mirotic,5782450.0,7109027.0,2017
Shaun Livingston,5782450.0,7109027.0,2017
Josh McRoberts,5782450.0,7109027.0,2017
Spencer Hawes,5782450.0,7109027.0,2017
Brandan Wright,5709880.0,7019808.0,2017
Tim Duncan,5643750.0,6938507.0,2017
Boban Marjanovic,5628000.0,6919144.0,2017
Wesley Johnson,5628000.0,6919144.0,2017
Tyler Johnson,5628000.0,6919144.0,2017
Jared Sullinger,5628000.0,6919144.0,2017
Brandon Jennings,5587318.0,6869128.0,2017
Nick Young,5443918.0,6692831.0,2017
Jabari Parker,5374320.0,6607266.0,2017
Lance Stephenson,5371672.0,6604010.0,2017
D'Angelo Russell,5332800.0,6556221.0,2017
Josh Smith,5331729.0,6554904.0,2017
Cody Zeller,5318313.0,6538410.0,2017
PJ Tucker,5300000.0,6515896.0,2017
Brandon Ingram,5281680.0,6493373.0,2017
Kyle Korver,5239437.0,6441439.0,2017
Darren Collison,5229454.0,6429166.0,2017
Larry Sanders,5207722.0,6402448.0,2017
Langston Galloway,5200000.0,6392954.0,2017
Derrick Williams,5020145.0,6171838.0,2017
Jonas Jerebko,5000000.0,6147072.0,2017
Luis Scola,5000000.0,6147072.0,2017
Roy Hibbert,5000000.0,6147072.0,2017
Tony Allen,5000000.0,6147072.0,2017
CJ Watson,5000000.0,6147072.0,2017
Jason Smith,5000000.0,6147072.0,2017
Alexis Ajinca,4863206.0,5978895.0,2017
Mike Dunleavy,4837500.0,5947292.0,2017
Kyle Singler,4837500.0,5947292.0,2017
Joel Embiid,4826160.0,5933350.0,2017
Alex Len,4823621.0,5930229.0,2017
Jahlil Okafor,4788840.0,5887468.0,2017
Jaylen Brown,4743000.0,5831112.0,2017
Marcus Morris,4625000.0,5686041.0,2017
CJ Miles,4583450.0,5634959.0,2017
Jameer Nelson,4540525.0,5582186.0,2017
Nerlens Noel,4384490.0,5390355.0,2017
Aaron Gordon,4351320.0,5349575.0,2017
Greivis Vasquez,4347826.0,5345279.0,2017
Kristaps Porzingis,4317720.0,5308267.0,2017
Dragan Bender,4276320.0,5257369.0,2017
Vince Carter,4264057.0,5242293.0,2017
Devin Harris,4227996.0,5197959.0,2017
Jose Juan Barea,4096950.0,5036849.0,2017
Ben McLemore,4008882.0,4928577.0,2017
Thabo Sefolosha,4000000.0,4917657.0,2017
James Johnson,4000000.0,4917657.0,2017
Udonis Haslem,4000000.0,4917657.0,2017
Jordan Hill,4000000.0,4917657.0,2017
Leandro Barbosa,4000000.0,4917657.0,2017
Dante Exum,3940320.0,4844286.0,2017
Kyle O'Quinn,3918750.0,4817767.0,2017
Mario Hezonja,3909840.0,4806813.0,2017
Kris Dunn,3872520.0,4760931.0,2017
Nemanja Bjelica,3800000.0,4671774.0,2017
Nick Collison,3750000.0,4610304.0,2017
Kentavious Caldwell-Pope,3678319.0,4522178.0,2017
Quincy Pondexter,3617978.0,4447994.0,2017
Marcus Smart,3578880.0,4399926.0,2017
Bojan Bogdanovic,3573020.0,4392722.0,2017
Willie Cauley-Stein,3551160.0,4365847.0,2017
Will Barton,3533333.0,4343930.0,2017
Paul Pierce,3527920.0,4337275.0,2017
Buddy Hield,3517200.0,4324096.0,2017
Mike Miller,3500000.0,4302950.0,2017
Lavoy Allen,3500000.0,4302950.0,2017
Brandon Rush,3500000.0,4302950.0,2017
Anthony Morrow,3488000.0,4288197.0,2017
Trey Burke,3386597.0,4163531.0,2017
Kevin Martin,3336000.0,4101326.0,2017
KJ McDaniels,3333333.0,4098047.0,2017
Mike Scott,3333333.0,4098047.0,2017
Troy Daniels,3332940.0,4097564.0,2017
Julius Randle,3267120.0,4016644.0,2017
Ronnie Price,3251227.0,3997104.0,2017
Emmanuel Mudiay,3241800.0,3985515.0,2017
CJ McCollum,3219579.0,3958196.0,2017
Jamal Murray,3210840.0,3947452.0,2017
Patrick Mills,3200000.0,3934126.0,2017
Michael Carter-Williams,3183526.0,3913872.0,2017
Omri Casspi,3149524.0,3872069.0,2017
Steven Adams,3140517.0,3860996.0,2017
Kelly Olynyk,3094013.0,3803824.0,2017
Shabazz Muhammad,3046299.0,3745163.0,2017
Justin Hamilton,3000000.0,3688243.0,2017
Dante Cunningham,3000000.0,3688243.0,2017
Giannis Antetokounmpo,2995420.0,3682612.0,2017
Nik Stauskas,2993040.0,3679686.0,2017
Stanley Johnson,2969880.0,3651213.0,2017
Quincy Acy,2965505.0,3645833.0,2017
Marquese Chriss,2941440.0,3616248.0,2017
Seth Curry,2898000.0,3562842.0,2017
Zaza Pachulia,2898000.0,3562842.0,2017
Nenê,2898000.0,3562842.0,2017
James Ennis,2898000.0,3562842.0,2017
Dion Waiters,2898000.0,3562842.0,2017
Mindaugas Kuzminskas,2898000.0,3562842.0,2017
Dewayne Dedmon,2898000.0,3562842.0,2017
Tomas Satoransky,2870813.0,3529418.0,2017
Tibor Pleiss,2800000.0,3442360.0,2017
Noah Vonleh,2751360.0,3382561.0,2017
Frank Kaminsky,2730000.0,3356301.0,2017
Dennis Schroeder,2708582.0,3329969.0,2017
Jakob Poeltl,2703960.0,3324287.0,2017
