player_name,season,team,mp,raptor_offense,raptor_defense,raptor_total,war_total,salary,inf_adj_salary,player_val,3_year_average_val,lr_average_val
Jeremy Lamb,2020,IND,1291,0.3,0.46,0.76,2.31,10500000.0,12146595.0,11256767.97,18944619.98,11686415.65
Jeremy Lamb,2021,IND,765,2.73,-0.34,2.4,2.0,10500000.0,12068664.0,10642833.56,16175663.83,11555967.89
Jeremy Lamb,2022,IND,613,1.56,-0.67,0.89,1.13,10500000.0,11451274.0,5579169.53,9393648.74,10969898.64
Jeremy Lamb,2022,SAC,322,-0.85,-1.03,-1.88,0.14,10500000.0,11451274.0,702175.16,9393648.74,10969898.64
Jock Landale,2022,SAS,589,-0.58,-1.47,-2.05,0.21,925258.0,1009084.0,1036978.19,1036978.19,1036978.19
Carl Landry,2014,SAC,233,-1.76,-3.18,-4.93,-0.26,6750000.0,8565588.0,-623050.4,-623050.4,-623050.4
Carl Landry,2015,SAC,1192,-1.89,-1.42,-3.32,-0.34,6750000.0,8391684.0,-877937.65,-750494.02,-750494.02
Carl Landry,2016,PHI,569,1.42,-2.33,-0.91,0.53,6750000.0,8381310.0,1493089.42,-2632.88,-2632.88
Romeo Langford,2020,BOS,370,-2.89,2.1,-0.79,0.37,3458400.0,4000741.0,1805196.41,1805196.41,1805196.41
Romeo Langford,2021,BOS,283,-4.47,2.14,-2.33,0.06,3631200.0,4173689.0,318657.83,1061927.12,1061927.12
Romeo Langford,2022,BOS,728,-2.23,0.58,-1.65,0.41,3804360.0,4149025.0,1994537.98,1461870.9,1461870.9
Romeo Langford,2022,SAS,43,-4.03,3.77,-0.27,0.05,3804360.0,4149025.0,267220.49,1461870.9,1461870.9
Nicolas Laprovittola,2017,SAS,174,-4.57,0.3,-4.27,-0.13,204601.0,251539.0,-476499.39,-476499.39,-476499.39
Shane Larkin,2014,DAL,489,-2.6,3.21,0.61,0.84,1536960.0,1950365.0,2027966.28,2027966.28,2027966.28
Shane Larkin,2015,NYK,1865,-2.31,-0.22,-2.53,0.2,1606080.0,1996698.0,518625.77,1273296.02,1273296.02
Shane Larkin,2016,BRK,1751,-1.9,-0.63,-2.52,0.2,1500000.0,1862513.0,565235.82,1037275.96,1037275.96
Shane Larkin,2018,BOS,775,-2.05,1.54,-0.51,0.88,1524305.0,1843882.0,3523832.81,2044534.32,1658915.17
Joffrey Lauvergne,2015,DEN,268,-4.43,-2.29,-6.72,-0.55,1790281.0,2225699.0,-1401829.15,-1401829.15,-1401829.15
Joffrey Lauvergne,2016,DEN,1041,-1.39,-2.07,-3.46,-0.38,1709719.0,2122916.0,-1055169.86,-1228499.5,-1228499.5
Joffrey Lauvergne,2017,CHI,241,-4.16,-5.0,-9.16,-0.79,1709719.0,2101953.0,-2798345.36,-1234940.92,-1234940.92
Joffrey Lauvergne,2017,OKC,739,-1.41,-0.18,-1.59,0.44,1709719.0,2101953.0,1550521.6,-1234940.92,-1234940.92
Joffrey Lauvergne,2018,SAS,534,-2.62,-4.86,-7.48,-1.29,1524305.0,1843882.0,-5171414.94,-2491469.52,-2219059.43
Zach LaVine,2015,MIN,1902,-3.5,-4.83,-8.33,-5.43,2055840.0,2555846.0,-13871134.53,-13871134.53,-13871134.53
Zach LaVine,2016,MIN,2294,0.6,-3.3,-2.7,0.05,2148360.0,2667566.0,152816.67,-6859158.93,-6859158.93
Zach LaVine,2017,MIN,1749,0.92,-2.39,-1.48,1.13,2240880.0,2754970.0,4003910.46,-3238135.8,-3238135.8
Zach LaVine,2018,CHI,656,-0.67,-2.27,-2.95,-0.07,3202217.0,3873577.0,-263696.93,1297676.73,-2494526.08
Zach LaVine,2019,CHI,2171,1.29,-2.32,-1.02,1.92,19500000.0,22929828.0,8269125.83,4003113.12,-341795.7
Zach LaVine,2020,CHI,2085,1.21,-1.36,-0.15,2.78,19500000.0,22557963.0,13579406.89,7194945.26,1978404.73
Zach LaVine,2021,CHI,2034,3.93,-1.61,2.32,5.32,19500000.0,22413234.0,28248413.04,16698981.92,5731263.06
Zach LaVine,2022,CHI,2328,2.64,-2.48,0.16,3.46,19500000.0,21266652.0,17051750.03,19626523.32,7146323.93
Ty Lawson,2014,DEN,2222,3.18,-0.25,2.93,6.52,10786517.0,13687832.0,15764975.49,15764975.49,15764975.49
Ty Lawson,2015,DEN,2665,3.83,-1.77,2.06,6.59,11595506.0,14415678.0,16833310.38,16299142.93,16299142.93
Ty Lawson,2016,HOU,1176,-3.18,-1.14,-4.32,-0.95,12444552.0,15452096.0,-2666017.57,10291608.74,10291608.74
Ty Lawson,2016,IND,235,-0.67,0.74,0.07,0.34,12444552.0,15452096.0,942557.92,10291608.74,10291608.74
Ty Lawson,2017,SAC,1732,0.16,-0.73,-0.57,1.94,1315448.0,1617230.0,6859449.09,7323099.94,9433568.83
Vic Law,2020,ORL,62,-9.41,0.95,-8.46,-0.18,79568.0,92045.0,-881554.41,-881554.41,-881554.41
Jake Layman,2017,POR,249,-5.94,-1.83,-7.77,-0.64,600000.0,737648.0,-2264803.34,-2264803.34,-2264803.34
Jake Layman,2018,POR,160,-5.85,-2.05,-7.9,-0.42,1312611.0,1587806.0,-1686506.69,-1975655.02,-1975655.02
Jake Layman,2019,POR,1327,-1.1,-0.38,-1.48,0.86,1544951.0,1816690.0,3675029.73,-92093.43,-92093.43
Jake Layman,2020,MIN,505,-2.33,0.14,-2.18,0.15,3581986.0,4143708.0,718513.84,902345.63,110558.39
Jake Layman,2021,MIN,627,-4.01,0.77,-3.24,-0.16,3761085.0,4322978.0,-833900.38,1186547.73,-78333.37
Jake Layman,2022,MIN,231,-3.56,0.06,-3.5,-0.09,3940184.0,4297155.0,-437782.29,-184389.61,-138241.52
TJ Leaf,2018,IND,459,-0.32,-5.18,-5.5,-0.64,2028360.0,2453615.0,-2576843.08,-2576843.08,-2576843.08
TJ Leaf,2019,IND,522,0.01,2.06,2.07,1.28,2407560.0,2831022.0,5504204.07,1463680.5,1463680.5
TJ Leaf,2020,IND,222,-2.63,3.54,0.91,0.42,2813280.0,3254454.0,2027623.31,1651661.43,1651661.43
Jalen Lecque,2020,PHO,32,-6.42,-0.22,-6.64,-0.06,898310.0,1039181.0,-310720.91,-310720.91,-310720.91
Jalen Lecque,2021,IND,12,1.55,4.38,5.94,0.05,1517981.0,1744762.0,270846.66,-19937.12,-19937.12
Ricky Ledo,2014,DAL,33,0.39,3.58,3.96,0.11,550000.0,697936.0,277548.71,277548.71,277548.71
Ricky Ledo,2015,DAL,11,-20.38,0.27,-20.11,-0.1,960566.0,1194187.0,-258336.54,-595876.35,-595876.35
Ricky Ledo,2015,NYK,233,-2.7,-4.0,-6.7,-0.47,960566.0,1194187.0,-1210964.87,-595876.35,-595876.35
Courtney Lee,2014,BOS,504,1.18,0.56,1.74,1.15,5225000.0,6630400.0,2788973.95,10611638.77,10611638.77
Courtney Lee,2014,MEM,1469,0.47,1.12,1.59,3.23,5225000.0,6630400.0,7822664.82,10611638.77,10611638.77
Courtney Lee,2015,MEM,2354,0.03,-1.86,-1.83,1.1,5450000.0,6775508.0,2816666.96,6714152.86,6714152.86
Courtney Lee,2016,CHA,845,0.26,-0.42,-0.16,1.11,5675000.0,7046509.0,3124768.15,7558133.2,7558133.2
Courtney Lee,2016,MEM,1489,-1.07,1.21,0.14,2.18,5675000.0,7046509.0,6121325.72,7558133.2,7558133.2
Courtney Lee,2017,NYK,2459,0.05,-1.42,-1.37,1.72,11242000.0,13821076.0,6085753.93,6049504.92,7190038.38
Courtney Lee,2018,NYK,2310,0.2,-1.51,-1.31,1.69,11747890.0,14210891.0,6769338.18,7367061.99,7105898.34
Courtney Lee,2019,DAL,268,-3.82,1.02,-2.8,-0.01,12253780.0,14409080.0,-28929.27,4873881.95,6216007.58
Courtney Lee,2019,NYK,160,-0.23,2.59,2.36,0.42,12253780.0,14409080.0,1795483.02,4873881.95,6216007.58
Courtney Lee,2020,DAL,345,-0.39,-1.02,-1.41,0.23,12759670.0,14760624.0,1143178.8,3226356.91,5491317.75
David Lee,2014,GSW,2288,0.33,1.24,1.58,5.07,13878000.0,17610850.0,12265000.33,12265000.33,12265000.33
David Lee,2015,GSW,904,-0.68,-0.7,-1.39,0.63,15012000.0,18663106.0,1606957.4,6935978.86,6935978.86
David Lee,2016,BOS,470,-2.9,3.0,0.11,0.69,17120776.0,21258450.0,1929282.15,5968587.36,5968587.36
David Lee,2016,DAL,433,0.5,0.13,0.63,0.75,17120776.0,21258450.0,2104522.19,5968587.36,5968587.36
David Lee,2017,SAS,1477,0.65,1.65,2.31,3.82,1551659.0,1907631.0,13549155.09,6396638.94,7863729.29
Damion Lee,2018,ATL,404,-0.43,1.72,1.3,0.83,138239.0,167221.0,3343960.64,3343960.64,3343960.64
Damion Lee,2019,GSW,375,-0.95,-1.03,-1.98,0.15,77250.0,90837.0,632874.25,1988417.44,1988417.44
Damion Lee,2020,GSW,1423,-0.34,0.63,0.29,2.22,842327.0,974419.0,10829410.5,4935415.13,4935415.13
Damion Lee,2021,GSW,1079,0.08,1.04,1.12,2.12,1762796.0,2026151.0,11275581.09,7579288.61,6520456.62
Damion Lee,2022,GSW,1256,-2.1,-0.05,-2.14,0.39,1910860.0,2083979.0,1900495.68,8001829.09,5596464.43
Malcolm Lee,2015,PHI,2,-4.73,-3.31,-8.04,-0.01,37686.0,46851.0,-13822.26,-13822.26,-13822.26
Saben Lee,2021,DET,781,-1.65,-2.42,-4.07,-0.52,516836.0,594049.0,-2783456.41,-2783456.41,-2783456.41
Saben Lee,2022,DET,604,-1.94,0.1,-1.84,0.28,1489065.0,1623970.0,1379546.41,-701955.0,-701955.0
Alex Len,2014,PHO,362,-4.29,-5.11,-9.4,-1.24,3492720.0,4432178.0,-2987416.78,-2987416.78,-2987416.78
Alex Len,2015,PHO,1518,-2.55,2.49,-0.06,2.1,3649920.0,4537626.0,5356289.33,1184436.28,1184436.28
Alex Len,2016,PHO,1821,-4.37,1.81,-2.56,0.18,3807120.0,4727208.0,500178.6,956350.38,956350.38
Alex Len,2017,PHO,1560,-3.68,1.13,-2.55,0.16,4823621.0,5930229.0,571932.4,2142800.11,860245.89
Alex Len,2018,PHO,1395,-1.11,-0.26,-1.37,0.99,4187599.0,5065549.0,3956576.75,1676229.25,1479512.06
Alex Len,2019,ATL,1544,-1.77,0.59,-1.18,1.25,4350000.0,5115115.0,5353415.85,3293975.0,2125162.69
Alex Len,2020,ATL,745,-2.43,1.58,-0.85,0.72,4160000.0,4812365.0,3514447.19,5245813.58,2739774.9
Alex Len,2020,SAC,225,-1.6,4.02,2.42,0.6,4160000.0,4812365.0,2913000.96,5245813.58,2739774.9
Alex Len,2021,TOR,76,-9.05,-2.91,-11.97,-0.36,3970648.0,4563848.0,-1914350.72,4891927.25,2759167.76
Alex Len,2021,WAS,903,-2.22,1.43,-0.79,0.91,3970648.0,4563848.0,4809268.48,4891927.25,2759167.76
Alex Len,2022,SAC,620,-4.08,-1.29,-5.37,-0.83,3732000.0,4070110.0,-4092406.74,1743319.72,1997881.7
Kawhi Leonard,2014,SAS,1923,1.66,5.04,6.7,9.29,1991760.0,2527495.0,22467588.52,22467588.52,22467588.52
Kawhi Leonard,2015,SAS,2033,3.7,5.19,8.89,12.11,3053368.0,3795985.0,30952273.83,26709931.17,26709931.17
Kawhi Leonard,2016,SAS,2380,5.0,5.08,10.08,15.53,16407500.0,20372793.0,43588811.16,32336224.5,32336224.5
Kawhi Leonard,2017,SAS,2474,6.59,1.7,8.3,13.91,17638063.0,21684488.0,49293657.5,41278247.5,36575582.75
Kawhi Leonard,2018,SAS,210,0.78,5.41,6.18,0.97,18868625.0,22824523.0,3874949.06,32252472.57,30035456.01
Kawhi Leonard,2019,TOR,2040,4.73,0.67,5.4,8.48,23114066.0,27179567.0,36441010.62,29869872.39,31103048.45
Kawhi Leonard,2020,LAC,1848,6.47,3.28,9.75,11.73,32742000.0,37876556.0,57275626.8,32530528.83,34841988.21
Kawhi Leonard,2021,LAC,1773,6.35,1.6,7.94,9.6,34379100.0,39515221.0,50947284.4,48221307.27,36855150.24
Meyers Leonard,2014,POR,355,-4.66,-2.75,-7.41,-0.85,2222160.0,2819867.0,-2060894.85,-2060894.85,-2060894.85
Meyers Leonard,2015,POR,847,-1.61,2.99,1.38,1.79,2317920.0,2881667.0,4562454.75,1250779.95,1250779.95
Meyers Leonard,2016,POR,1333,-1.01,-0.6,-1.61,0.77,3075879.0,3819244.0,2171167.95,1557575.95,1557575.95
Meyers Leonard,2017,POR,1222,-3.2,-1.3,-4.5,-1.09,9213484.0,11327189.0,-3878287.41,951778.43,198610.11
Meyers Leonard,2018,POR,254,-0.61,-3.91,-4.52,-0.23,9904495.0,11981020.0,-916411.88,-874510.45,-24394.29
Meyers Leonard,2019,POR,878,-0.35,-4.45,-4.8,-0.91,10595506.0,12459135.0,-3927353.36,-2907350.88,-674887.47
Meyers Leonard,2020,MIA,1034,-1.96,-0.46,-2.43,0.17,11286515.0,13056451.0,833744.57,-1336673.56,-459368.6
Meyers Leonard,2021,MIA,29,-3.46,-5.21,-8.67,-0.09,9400000.0,10804328.0,-476085.82,-1189898.2,-461458.26
Jon Leuer,2014,MEM,642,-0.27,-0.18,-0.46,0.75,900000.0,1142078.0,1816151.0,1816151.0,1816151.0
Jon Leuer,2015,MEM,824,-3.42,-0.04,-3.46,-0.3,967500.0,1202808.0,-759388.28,528381.36,528381.36
Jon Leuer,2016,PHO,1255,-0.86,0.34,-0.52,1.44,1035000.0,1285134.0,4045341.66,1700701.46,1700701.46
Jon Leuer,2017,DET,1944,-1.35,0.45,-0.9,1.84,10991957.0,13513670.0,6515504.21,3267152.53,2904402.15
Jon Leuer,2018,DET,136,-5.28,-2.35,-7.63,-0.34,10497319.0,12698132.0,-1361483.07,3066454.27,2051225.1
Jon Leuer,2019,DET,402,-4.59,-1.46,-6.05,-0.67,10002681.0,11762038.0,-2897071.58,752316.52,1226508.99
Caris LeVert,2017,BRK,1237,-0.38,-0.82,-1.2,0.99,1562280.0,1920689.0,3506438.13,3506438.13,3506438.13
Caris LeVert,2018,BRK,1864,-1.03,0.12,-0.91,1.76,1632480.0,1974737.0,7080677.44,5293557.78,5293557.78
Caris LeVert,2019,BRK,1063,0.39,1.61,2.0,2.58,1702800.0,2002303.0,11067044.72,7218053.43,7218053.43
Caris LeVert,2020,BRK,1330,1.83,-0.11,1.72,3.05,2625717.0,3037478.0,14873020.86,11006914.34,9131795.29
Caris LeVert,2021,BRK,334,1.76,3.09,4.85,1.3,16203704.0,18624482.0,6877323.2,12167744.98,9418070.1
Caris LeVert,2021,IND,1152,-0.02,-1.56,-1.58,0.69,16203704.0,18624482.0,3685846.17,12167744.98,9418070.1
Caris LeVert,2022,CLE,567,-0.57,-1.84,-2.42,0.1,17500000.0,19085457.0,472309.81,11279582.78,9248818.11
Caris LeVert,2022,IND,1214,1.7,-1.83,-0.14,1.61,17500000.0,19085457.0,7930248.31,11279582.78,9248818.11
Rashard Lewis,2014,MIA,971,-0.55,1.16,0.61,1.66,1399507.0,1775940.0,4012796.43,4012796.43,4012796.43
Scottie Lewis,2022,CHA,7,2.77,-0.34,2.43,0.02,462629.0,504542.0,91937.44,91937.44,91937.44
DeAndre Liggins,2014,MIA,1,53.23,-28.55,24.68,0.01,88429.0,112214.0,33880.06,33880.06,33880.06
DeAndre Liggins,2017,CLE,752,-3.93,1.77,-2.16,0.23,1015695.0,1248709.0,799123.32,1522366.16,778123.11
DeAndre Liggins,2017,DAL,25,7.47,5.88,13.35,0.2,1015695.0,1248709.0,723242.84,1522366.16,778123.11
DeAndre Liggins,2018,MIL,480,-4.18,-0.54,-4.72,-0.48,1505942.0,1821669.0,-1927320.63,-906240.1,-592866.72
DeAndre Liggins,2018,NOP,244,-2.52,-3.07,-5.59,-0.35,1505942.0,1821669.0,-1407525.74,-906240.1,-592866.72
Damian Lillard,2014,POR,2937,3.6,-1.47,2.12,7.35,3202920.0,4064428.0,17778633.07,17778633.07,17778633.07
Damian Lillard,2015,POR,2925,3.95,-1.3,2.65,8.07,3340920.0,4153473.0,20631568.84,19205100.95,19205100.95
Damian Lillard,2016,POR,2676,4.99,-2.05,2.94,7.87,4236286.0,5260093.0,22089928.39,20166710.1,20166710.1
Damian Lillard,2017,POR,2694,6.17,-2.01,4.17,9.54,24328425.0,29909716.0,33806440.92,25509312.72,23576642.8
Damian Lillard,2018,POR,2670,6.63,0.26,6.89,13.26,26153057.0,31636171.0,53195245.51,36363871.61,29500363.35
Damian Lillard,2019,POR,2838,6.78,-0.38,6.4,13.34,27977689.0,32898646.0,57330105.41,48110597.28,34138653.69
Damian Lillard,2020,POR,2474,8.61,-2.01,6.59,11.93,29802321.0,34475880.0,58230986.68,56252112.53,37580415.55
Damian Lillard,2021,POR,2398,7.5,-2.96,4.54,9.04,31626953.0,36351912.0,48016713.02,54525935.04,38884952.73
Damian Lillard,2022,POR,1056,4.15,-1.62,2.53,2.87,39344900.0,42909452.0,14116425.98,40121375.23,36132894.2
Jeremy Lin,2014,HOU,2054,-0.45,1.75,1.3,4.31,5225000.0,6630400.0,10419815.62,10419815.62,10419815.62
Jeremy Lin,2015,LAL,1907,0.91,0.44,1.35,4.01,14898938.0,18522546.0,10252122.97,10335969.3,10335969.3
Jeremy Lin,2016,CHA,2048,-1.24,2.24,1.0,3.93,2139000.0,2655944.0,11024707.84,10565548.81,10565548.81
Jeremy Lin,2017,BRK,883,2.13,2.1,4.23,3.2,11483254.0,14117677.0,11336949.71,10871260.17,10758399.04
Jeremy Lin,2018,BRK,25,2.34,-11.58,-9.24,-0.09,12000000.0,14515858.0,-342042.05,7339871.83,8538310.82
Jeremy Lin,2019,ATL,1003,-0.0,1.49,1.49,2.19,12516746.0,14718298.0,9420806.31,5966799.84,8266174.33
Jeremy Lin,2019,TOR,433,-5.45,0.07,-5.38,-0.59,12516746.0,14718298.0,-2515314.44,5966799.84,8266174.33
Nassir Little,2020,POR,573,-1.66,-1.54,-3.2,-0.13,2105520.0,2435704.0,-642899.6,-642899.6,-642899.6
Nassir Little,2021,POR,640,-0.84,-3.84,-4.68,-0.62,2210640.0,2540902.0,-3309574.04,-1976236.82,-1976236.82
Nassir Little,2022,POR,1088,0.04,1.28,1.31,2.25,2316240.0,2526085.0,11076081.74,2374536.03,2374536.03
Isaiah Livers,2022,DET,383,-0.56,-1.2,-1.76,0.19,1057260.0,1153045.0,953469.56,953469.56,953469.56
Shaun Livingston,2014,BRK,1974,0.24,0.89,1.13,3.85,1265977.0,1606494.0,9304291.94,9304291.94,9304291.94
Shaun Livingston,2015,GSW,1468,-2.12,-0.67,-2.8,-0.03,5305000.0,6595242.0,-87750.86,4608270.54,4608270.54
Shaun Livingston,2016,GSW,1520,-0.13,-0.37,-0.5,1.72,5543725.0,6883508.0,4834754.39,4683765.16,4683765.16
Shaun Livingston,2017,GSW,1345,-2.39,-0.43,-2.82,-0.05,5782450.0,7109027.0,-169421.14,1525860.8,3470468.58
Shaun Livingston,2018,GSW,1129,-1.32,0.02,-1.29,0.83,7692308.0,9305037.0,3346697.79,2670677.01,3445714.42
Shaun Livingston,2019,GSW,967,-1.02,-0.51,-1.53,0.59,8307692.0,9768920.0,2549099.78,1908792.14,3296278.65
Zach Lofton,2019,DET,4,-16.07,12.48,-3.59,-0.0,77250.0,90837.0,-7909.31,-7909.31,-7909.31
Shawn Long,2017,PHI,234,4.09,-2.59,1.5,0.51,154512.0,189959.0,1807775.63,1807775.63,1807775.63
Kevon Looney,2016,GSW,21,-2.22,-10.75,-12.97,-0.11,1131960.0,1405527.0,-307269.81,-307269.81,-307269.81
Kevon Looney,2017,GSW,447,-3.04,1.67,-1.37,0.31,1182840.0,1454200.0,1108879.8,400805.0,400805.0
Kevon Looney,2018,GSW,910,-0.66,4.1,3.44,2.85,1471382.0,1779864.0,11438333.63,4079981.21,4079981.21
Kevon Looney,2019,GSW,1481,0.41,2.72,3.13,4.41,1567007.0,1842625.0,18934057.13,10493756.85,7793500.19
Kevon Looney,2020,GSW,262,-5.39,0.74,-4.65,-0.25,4464286.0,5164369.0,-1234655.15,9712578.54,5987869.12
Kevon Looney,2021,GSW,1161,-0.81,1.75,0.93,2.15,4821429.0,5541734.0,11419094.79,9706165.59,6893073.4
Kevon Looney,2022,GSW,1732,-0.45,1.99,1.54,3.76,5178572.0,5647738.0,18535276.51,9573238.72,8556245.27
Brook Lopez,2014,BRK,533,1.24,2.29,3.54,1.7,14694000.0,18646335.0,4099531.22,4099531.22,4099531.22
Brook Lopez,2015,BRK,2100,0.23,0.63,0.86,3.86,15719000.0,19542057.0,9870747.76,6985139.49,6985139.49
Brook Lopez,2016,BRK,2457,-0.06,2.46,2.4,6.42,19689000.0,24447352.0,18030255.29,10666844.76,10666844.76
Brook Lopez,2017,BRK,2222,-0.14,0.22,0.07,3.24,21165675.0,26021385.0,11492254.18,13131085.74,10873197.11
Brook Lopez,2018,LAL,1735,-0.66,0.08,-0.57,1.94,22642350.0,27389428.0,7796068.29,12439525.92,10257771.35
Brook Lopez,2019,MIL,2322,-0.75,0.91,0.16,3.45,3382000.0,3976855.0,14846786.62,11378369.7,11022607.23
Brook Lopez,2020,MIL,1817,-1.52,3.92,2.39,4.78,12093024.0,13989435.0,23352858.57,15331904.49,12784071.7
Brook Lopez,2021,MIL,1902,-0.64,1.83,1.19,3.83,12697675.0,14594664.0,20318120.04,19505921.74,13725827.75
Brook Lopez,2022,MIL,298,-1.77,4.85,3.08,0.89,13302325.0,14507483.0,4369523.48,16013500.7,12686238.38
Robin Lopez,2014,POR,2603,0.95,1.97,2.92,7.46,5119761.0,6496854.0,18039750.5,18039750.5,18039750.5
Robin Lopez,2015,POR,1638,-0.73,1.38,0.65,2.82,5340229.0,6639039.0,7206446.14,12623098.32,12623098.32
Robin Lopez,2016,NYK,2219,-0.06,-0.16,-0.22,2.84,12650000.0,15707197.0,7975863.56,11074020.07,11074020.07
Robin Lopez,2017,CHI,2271,-2.44,1.38,-1.06,1.93,13219250.0,16251936.0,6838211.51,7340173.74,10015067.93
Robin Lopez,2018,CHI,1690,-4.3,0.05,-4.24,-1.28,13788500.0,16679325.0,-5131057.23,3227672.61,6985842.9
Robin Lopez,2019,CHI,1606,-1.85,-0.17,-2.03,0.59,14357750.0,16883114.0,2519078.03,1408744.1,6241382.09
Robin Lopez,2020,MIL,958,-3.98,1.18,-2.8,-0.03,4767000.0,5514554.0,-129507.85,-913829.02,5331254.95
Robin Lopez,2021,WAS,1354,-1.33,0.5,-0.84,1.31,7300000.0,8390595.0,6936530.49,3108700.22,5531914.39
Robin Lopez,2022,ORL,612,-2.64,-2.17,-4.81,-0.64,5000000.0,5452987.0,-3143480.83,1221180.6,4567981.59
Didi Louzada,2021,NOP,56,-5.67,-9.66,-15.32,-0.36,123056.0,141440.0,-1901992.28,-1901992.28,-1901992.28
Didi Louzada,2022,NOP,7,-14.12,-8.92,-23.04,-0.07,1786878.0,1948764.0,-346666.09,-2039431.37,-2039431.37
Didi Louzada,2022,POR,122,-6.68,-2.06,-8.75,-0.37,1786878.0,1948764.0,-1830204.37,-2039431.37,-2039431.37
Kevin Love,2014,MIN,2797,5.68,0.88,6.57,13.58,14693906.0,18646215.0,32837794.1,32837794.1,32837794.1
Kevin Love,2015,CLE,2532,1.66,1.59,3.25,7.76,15719063.0,19542135.0,19822272.99,26330033.54,26330033.54
Kevin Love,2016,CLE,2424,2.37,1.18,3.55,7.8,19689000.0,24447352.0,21886903.08,24848990.06,24848990.06
Kevin Love,2017,CLE,1885,2.73,1.53,4.26,6.82,21165675.0,26021385.0,24168370.24,21959182.1,24678835.1
Kevin Love,2018,CLE,1651,2.61,-0.85,1.76,3.82,22642350.0,27389428.0,15321691.59,20458988.3,22807406.4
Kevin Love,2019,CLE,598,1.86,1.52,3.38,1.89,24119025.0,28361287.0,8110740.51,15866934.11,20357962.08
Kevin Love,2020,CLE,1780,1.47,-1.52,-0.05,2.48,28942830.0,33481605.0,12115110.19,11849180.76,19180411.81
Kevin Love,2021,CLE,622,-0.53,-2.39,-2.93,-0.06,31258256.0,35928133.0,-299603.62,6642082.36,16745409.88
Kevin Love,2022,CLE,1665,1.93,0.34,2.27,4.31,31258256.0,34090178.0,21240647.85,11018718.14,17244880.77
Kyle Lowry,2014,TOR,2862,4.38,1.31,5.7,12.46,6210000.0,7880341.0,30129399.97,30129399.97,30129399.97
Kyle Lowry,2015,TOR,2414,3.34,0.58,3.92,8.27,12000000.0,14918550.0,21118286.5,25623843.24,25623843.24
Kyle Lowry,2016,TOR,2851,5.53,0.26,5.78,12.44,12000000.0,14900108.0,34921240.67,28722975.71,28722975.71
Kyle Lowry,2017,TOR,2244,6.71,-0.7,6.01,10.04,12000000.0,14752972.0,35581091.49,30540206.22,30437504.66
Kyle Lowry,2018,TOR,2510,4.77,0.77,5.54,10.73,28903704.0,34963505.0,43049155.73,37850495.96,32959834.87
Kyle Lowry,2019,TOR,2213,3.34,1.88,5.22,9.11,32700000.0,38451558.0,39134369.88,39254872.37,33988924.04
Kyle Lowry,2020,TOR,2098,2.89,1.11,4.0,7.32,33296296.0,38517776.0,35738012.79,39307179.47,34238793.86
Kyle Lowry,2021,TOR,1601,2.28,-1.07,1.21,3.28,30500000.0,35056596.0,17408538.28,30760306.98,32135011.91
Kyle Lowry,2022,MIA,2133,2.15,0.82,2.96,6.28,26984128.0,29428824.0,30921510.87,28022687.31,32000178.46
Jordan Loyd,2019,TOR,55,2.93,-5.41,-2.48,0.01,77250.0,90837.0,31872.84,31872.84,31872.84
Kalin Lucas,2015,MEM,6,-9.07,-6.86,-15.93,-0.04,173008.0,215084.0,-102675.16,-102675.16,-102675.16
Kalin Lucas,2019,DET,6,-9.97,7.2,-2.77,-0.0,648008.0,761985.0,-274.89,-274.89,-51475.02
Gabriel Lundberg,2022,PHO,44,0.66,1.16,1.81,0.1,79764.0,86990.0,507954.53,507954.53,507954.53
Tyler Lydon,2018,DEN,2,-13.12,-3.0,-16.12,-0.01,1579440.0,1910577.0,-52469.15,-52469.15,-52469.15
Tyler Lydon,2019,DEN,94,-2.25,-4.54,-6.79,-0.19,1874640.0,2204367.0,-832257.31,-442363.23,-442363.23
Trey Lyles,2016,UTA,1382,-2.69,-0.08,-2.76,-0.01,2239800.0,2781105.0,-28878.08,-28878.08,-28878.08
Trey Lyles,2017,UTA,1158,-3.18,0.03,-3.15,-0.23,2340600.0,2877567.0,-830669.87,-429773.98,-429773.98
Trey Lyles,2018,DEN,1391,0.67,0.14,0.81,2.53,2441400.0,2953251.0,10130901.84,3090451.3,3090451.3
Trey Lyles,2019,DEN,1120,-3.59,-0.52,-4.11,-0.78,3364249.0,3955982.0,-3348532.72,1983899.75,1480705.29
Trey Lyles,2020,SAS,1271,-0.6,-1.63,-2.23,0.34,5500000.0,6362502.0,1646291.06,2809553.39,1513822.45
Trey Lyles,2021,SAS,358,-3.66,-0.82,-4.48,-0.31,5500000.0,6321681.0,-1662206.07,-1121482.58,984484.36
Trey Lyles,2022,DET,990,-0.69,-1.65,-2.34,0.21,2500000.0,2726493.0,1022020.85,933406.86,1246148.82
Trey Lyles,2022,SAC,547,-0.08,-1.36,-1.44,0.36,2500000.0,2726493.0,1794114.75,933406.86,1246148.82
Scott Machado,2019,LAL,19,14.21,5.55,19.76,0.21,76236.0,89645.0,923745.65,923745.65,923745.65
Shelvin Mack,2014,ATL,1490,0.92,-0.5,0.42,2.39,884293.0,1122146.0,5784520.36,5784520.36,5784520.36
Shelvin Mack,2015,ATL,833,-0.27,-2.2,-2.47,0.12,2433333.0,3025150.0,296873.25,3040696.8,3040696.8
Shelvin Mack,2016,ATL,179,-3.07,-1.64,-4.7,-0.18,2433333.0,3021410.0,-499138.01,3692580.6,3692580.6
