player_name,season,team,mp,raptor_offense,raptor_defense,raptor_total,war_total,salary,inf_adj_salary,player_val,3_year_average_val,lr_average_val
Michael Carter-Williams,2018,CHA,835,-2.17,3.29,1.12,1.64,2700000.0,3266068.0,6593354.27,6537557.44,6720063.29
Michael Carter-Williams,2019,HOU,145,-3.48,-0.78,-4.26,-0.11,1468082.0,1726300.0,-485214.9,4473482.94,6047286.81
Michael Carter-Williams,2019,ORL,227,2.41,1.21,3.62,0.74,1468082.0,1726300.0,3168619.34,4473482.94,6047286.81
Michael Carter-Williams,2020,ORL,833,1.31,3.01,4.32,3.02,2028594.0,2346715.0,14722226.26,7999661.66,7286563.88
Michael Carter-Williams,2021,ORL,800,-4.28,3.35,-0.93,0.74,3300000.0,3793008.0,3952853.84,7119494.85,6869850.12
Vince Carter,2014,DAL,1973,2.44,0.44,2.88,5.71,3180000.0,4035344.0,13819915.68,13819915.68,13819915.68
Vince Carter,2015,MEM,1091,-0.85,-0.56,-1.41,0.75,3911981.0,4863423.0,1921014.74,7870465.21,7870465.21
Vince Carter,2016,MEM,1005,1.36,-1.62,-0.26,1.28,4088019.0,5075993.0,3599683.86,6446871.43,6446871.43
Vince Carter,2017,MEM,1799,1.19,0.37,1.56,3.95,4264057.0,5242293.0,13980113.8,6500270.8,8330182.02
Vince Carter,2018,SAC,1026,-0.48,0.96,0.49,1.69,8000000.0,9677238.0,6768729.48,8116175.71,8017891.51
Vince Carter,2019,ATL,1330,-1.17,-0.25,-1.42,0.91,2393887.0,2814944.0,3889329.87,8212724.38,7329797.9
Vince Carter,2020,ATL,876,-2.74,-1.21,-3.95,-0.54,2564753.0,2966954.0,-2616414.77,2680548.19,5908910.38
Alex Caruso,2018,LAL,562,-2.48,1.16,-1.32,0.41,77250.0,93445.0,1653688.31,1653688.31,1653688.31
Alex Caruso,2019,LAL,531,1.65,3.5,5.15,2.15,77250.0,90837.0,9246892.42,5450290.36,5450290.36
Alex Caruso,2020,LAL,1175,-0.82,4.37,3.54,3.78,2750000.0,3181251.0,18448660.46,9783080.4,9783080.4
Alex Caruso,2021,LAL,1216,-1.34,4.35,3.01,3.59,2750000.0,3160840.0,19046913.96,15580822.28,12099038.79
Alex Caruso,2022,CHI,1147,0.34,4.79,5.12,4.62,8600000.0,9379139.0,22743682.2,20079752.21,14227967.47
Omri Casspi,2014,HOU,1283,-0.47,1.26,0.79,2.34,947907.0,1202871.0,5655209.63,5655209.63,5655209.63
Omri Casspi,2015,SAC,1416,0.63,-3.41,-2.78,-0.02,1063384.0,1322012.0,-49699.08,2802755.28,2802755.28
Omri Casspi,2016,SAC,1880,1.63,-1.25,0.38,3.02,2836186.0,3521623.0,8485069.18,4696859.91,4696859.91
Omri Casspi,2017,MIN,222,-2.07,-2.69,-4.75,-0.23,3149524.0,3872069.0,-801708.57,2411654.82,3222543.53
Omri Casspi,2017,NOP,24,-3.32,-2.86,-6.18,-0.04,3149524.0,3872069.0,-149544.11,2411654.82,3222543.53
Omri Casspi,2017,SAC,397,-1.77,-1.33,-3.1,-0.07,3149524.0,3872069.0,-249152.95,2411654.82,3222543.53
Omri Casspi,2018,GSW,740,-1.13,0.4,-0.73,0.76,2106470.0,2548101.0,3060669.37,3448444.31,3190168.69
Omri Casspi,2019,MEM,520,-0.39,2.37,1.98,1.26,2176260.0,2559039.0,5397535.26,2419266.33,3558063.12
Willie Cauley-Stein,2016,SAC,1412,-1.11,-0.72,-1.83,0.66,3398280.0,4219561.0,1854607.57,1854607.57,1854607.57
Willie Cauley-Stein,2017,SAC,1421,-3.12,-0.58,-3.69,-0.68,3551160.0,4365847.0,-2419584.22,-282488.33,-282488.33
Willie Cauley-Stein,2018,SAC,2044,-2.8,0.94,-1.87,0.92,3704160.0,4480755.0,3678953.86,1037992.4,1037992.4
Willie Cauley-Stein,2019,SAC,2213,-2.11,1.51,-0.6,2.43,4696874.0,5523000.0,10428210.05,3895859.9,3385546.82
Willie Cauley-Stein,2020,DAL,157,-2.79,2.57,-0.22,0.2,2177483.0,2518952.0,977444.72,7826566.18,4582944.38
Willie Cauley-Stein,2020,GSW,940,-4.15,5.02,0.87,1.72,2177483.0,2518952.0,8395089.9,7826566.18,4582944.38
Willie Cauley-Stein,2021,DAL,906,-2.04,2.8,0.76,1.62,4100000.0,4712526.0,8576856.39,9459200.35,5248596.38
Willie Cauley-Stein,2022,DAL,177,-5.05,-3.01,-8.06,-0.48,4220083.0,4602412.0,-2362048.82,5186209.37,4157259.34
Willie Cauley-Stein,2022,PHI,6,6.57,-11.22,-4.65,-0.01,4220083.0,4602412.0,-28714.07,5186209.37,4157259.34
Troy Caupain,2019,ORL,16,14.38,4.94,19.32,0.18,77250.0,90837.0,757732.61,757732.61,757732.61
Tyler Cavanaugh,2018,ATL,518,-0.32,-4.3,-4.62,-0.49,77250.0,93445.0,-1980449.2,-1980449.2,-1980449.2
Tyler Cavanaugh,2019,UTA,39,-7.62,-5.44,-13.07,-0.2,77250.0,90837.0,-879648.37,-1430048.78,-1430048.78
Ahmad Caver,2022,IND,1,6.58,7.73,14.32,0.01,53176.0,57993.0,41976.88,41976.88,41976.88
Mario Chalmers,2014,MIA,2178,1.54,2.47,4.01,7.55,4000000.0,5075904.0,18261042.52,18261042.52,18261042.52
Mario Chalmers,2015,MIA,2368,-0.77,1.52,0.75,4.24,4000000.0,4972850.0,10836313.21,14548677.86,14548677.86
Mario Chalmers,2016,MEM,1253,1.61,1.97,3.58,4.08,4300000.0,5339205.0,11456540.01,14302752.06,14302752.06
Mario Chalmers,2016,MIA,120,2.85,8.08,10.93,0.84,4300000.0,5339205.0,2354360.44,14302752.06,14302752.06
Mario Chalmers,2018,MEM,1421,-2.08,0.99,-1.09,1.22,2106407.0,2548025.0,4887185.62,9349043.04,11948860.45
Justin Champagnie,2022,TOR,281,1.05,-0.77,0.29,0.43,462629.0,504542.0,2135727.05,2135727.05,2135727.05
Tyson Chandler,2014,NYK,1662,-1.33,1.07,-0.27,2.1,14100538.0,17893246.0,5086775.97,5086775.97,5086775.97
Tyson Chandler,2015,DAL,2286,0.01,2.61,2.62,6.24,14596888.0,18147033.0,15943860.0,10515317.98,10515317.98
Tyson Chandler,2016,PHO,1618,-2.66,0.29,-2.37,0.31,13000000.0,16141783.0,878287.33,7302974.43,7302974.43
Tyson Chandler,2017,PHO,1298,-1.14,-0.33,-1.47,0.85,12415000.0,15263179.0,3004780.79,6608976.04,6228426.02
Tyson Chandler,2018,PHO,1151,-1.91,0.98,-0.93,1.06,13000000.0,15725512.0,4267786.7,2716951.61,5836298.16
Tyson Chandler,2019,LAL,786,-3.54,2.67,-0.87,0.75,13585000.0,15974446.0,3226486.88,2948641.13,5125807.78
Tyson Chandler,2019,PHO,89,-5.87,-5.25,-11.13,-0.38,13585000.0,15974446.0,-1653130.99,2948641.13,5125807.78
Tyson Chandler,2020,HOU,219,-3.22,-0.63,-3.85,-0.12,2564753.0,2966954.0,-601123.32,1746673.09,4307674.77
Wilson Chandler,2014,DEN,1927,0.47,0.05,0.52,3.22,6344164.0,8050592.0,7782921.64,7782921.64,7782921.64
Wilson Chandler,2015,DEN,2471,0.84,-1.57,-0.73,2.54,6754913.0,8397792.0,6490576.06,7136748.85,7136748.85
Wilson Chandler,2017,DEN,2197,0.52,0.47,0.98,4.18,11233146.0,13810191.0,14818708.79,10654642.42,9697402.16
Wilson Chandler,2018,DEN,2346,-0.67,0.11,-0.57,2.59,12016854.0,14536245.0,10401084.54,12609896.66,9873322.76
Wilson Chandler,2019,LAC,226,-4.46,-3.08,-7.54,-0.55,12800562.0,15052035.0,-2367788.63,8903916.59,8197049.49
Wilson Chandler,2019,PHI,951,-0.72,-0.17,-0.89,0.9,12800562.0,15052035.0,3859745.06,8903916.59,8197049.49
Wilson Chandler,2020,BRK,734,-2.55,0.79,-1.77,0.37,2564753.0,2966954.0,1794484.81,4562508.59,7129955.38
Joe Chealey,2019,CHA,8,-10.34,-10.16,-20.5,-0.07,77250.0,90837.0,-304289.63,-304289.63,-304289.63
Joe Chealey,2020,CHA,33,-14.36,6.32,-8.04,-0.09,163356.0,188973.0,-432618.95,-368454.29,-368454.29
Zylan Cheatham,2020,NOP,51,-4.54,-9.21,-13.75,-0.29,79568.0,92045.0,-1394073.82,-1394073.82,-1394073.82
Zylan Cheatham,2022,UTA,5,-34.63,-5.8,-40.43,-0.1,256734.0,279993.0,-475996.62,-935035.22,-935035.22
Will Cherry,2015,CLE,69,-4.75,0.91,-3.84,-0.04,106567.0,132485.0,-99020.82,-99020.82,-99020.82
Josh Childress,2014,NOP,24,1.11,4.57,5.68,0.1,7405833.0,9397824.0,247739.3,247739.3,247739.3
Chris Chiozza,2019,HOU,33,-5.51,-8.13,-13.64,-0.18,137374.0,161536.0,-782147.7,-782147.7,-782147.7
Chris Chiozza,2020,BRK,278,0.78,-0.27,0.51,0.46,79568.0,92045.0,2268348.09,1534950.02,1534950.02
Chris Chiozza,2020,WAS,123,-2.93,5.36,2.43,0.32,79568.0,92045.0,1583699.64,1534950.02,1534950.02
Chris Chiozza,2021,BRK,232,2.09,0.58,2.67,0.64,449115.0,516211.0,3406571.57,2158823.87,2158823.87
Chris Chiozza,2022,GSW,372,-4.63,-1.58,-6.2,-0.65,462629.0,504542.0,-3217744.57,1346958.24,814681.76
Dionte Christmas,2014,PHO,198,-1.09,-3.45,-4.54,-0.18,490180.0,622026.0,-437186.23,-437186.23,-437186.23
Josh Christopher,2022,HOU,1334,-1.33,-2.72,-4.05,-0.89,2259240.0,2463921.0,-4379527.13,-4379527.13,-4379527.13
Marquese Chriss,2017,PHO,1743,-2.99,-1.32,-4.31,-1.4,2941440.0,3616248.0,-4977911.37,-4977911.37,-4977911.37
Marquese Chriss,2018,PHO,1527,-3.57,0.25,-3.32,-0.44,3073800.0,3718237.0,-1782509.34,-3380210.36,-3380210.36
Marquese Chriss,2019,CLE,395,-4.75,-4.36,-9.12,-1.28,3206160.0,3770087.0,-5507471.21,-4992386.24,-4992386.24
Marquese Chriss,2019,HOU,104,-11.63,-2.86,-14.49,-0.63,3206160.0,3770087.0,-2709266.81,-4992386.24,-4992386.24
Marquese Chriss,2021,GSW,27,-9.82,4.98,-4.84,-0.03,1824003.0,2096502.0,-153871.97,-4185304.99,-3782757.68
Marquese Chriss,2022,DAL,346,-3.94,-2.38,-6.32,-0.63,1292900.0,1410033.0,-3115133.89,-1634502.93,-3649232.92
Rakeem Christmas,2016,IND,6,9.43,-38.11,-28.68,-0.08,1007026.0,1250399.0,-223811.09,-223811.09,-223811.09
Rakeem Christmas,2017,IND,219,-2.13,-0.54,-2.68,0.01,1052342.0,1293764.0,29205.57,-97302.76,-97302.76
Semaj Christon,2017,OKC,973,-3.57,-3.42,-7.0,-2.06,543471.0,668151.0,-7297316.37,-7297316.37,-7297316.37
Brandon Clarke,2020,MEM,1300,0.21,0.73,0.94,2.45,2478840.0,2867568.0,11966573.04,11966573.04,11966573.04
Brandon Clarke,2021,MEM,1415,-1.25,1.55,0.31,2.2,2602920.0,2991787.0,11660277.85,11813425.44,11813425.44
Brandon Clarke,2022,MEM,1246,1.58,1.31,2.89,3.58,2726880.0,2973928.0,17654905.47,13760585.45,13760585.45
Coty Clarke,2016,BOS,6,14.89,-8.37,6.51,0.03,61774.0,76703.0,81664.54,81664.54,81664.54
Earl Clark,2014,CLE,698,-4.03,-2.86,-6.89,-1.48,4361518.0,5534661.0,-3570978.43,-3444388.8,-3444388.8
Earl Clark,2014,NYK,70,-0.32,-0.97,-1.29,0.05,4361518.0,5534661.0,126589.63,-3444388.8,-3444388.8
Earl Clark,2015,BRK,93,-5.5,0.7,-4.8,-0.1,125104.0,155530.0,-251423.5,-1847906.15,-1847906.15
Gary Clark,2019,HOU,641,-1.1,-2.12,-3.23,-0.16,674122.0,792692.0,-666140.65,-666140.65,-666140.65
Gary Clark,2020,HOU,212,0.82,-5.57,-4.75,-0.22,718765.0,831480.0,-1053765.59,-979550.21,-979550.21
Gary Clark,2020,ORL,355,-2.73,-0.29,-3.02,-0.05,718765.0,831480.0,-239194.18,-979550.21,-979550.21
Gary Clark,2021,DEN,4,-0.6,-27.71,-28.31,-0.05,2018458.0,2320008.0,-271220.89,-2059199.17,-2059199.17
Gary Clark,2021,ORL,637,-3.16,-1.66,-4.82,-0.67,2018458.0,2320008.0,-3568149.12,-2059199.17,-2059199.17
Gary Clark,2021,PHI,13,-3.25,-10.17,-13.42,-0.07,2018458.0,2320008.0,-379127.07,-2059199.17,-2059199.17
Gary Clark,2022,NOP,378,-0.39,-0.51,-0.9,0.35,811213.0,884706.0,1746947.63,-1254836.41,-1107662.47
Ian Clark,2014,UTA,172,-3.1,-2.47,-5.57,-0.25,490180.0,622026.0,-604617.41,-604617.41,-604617.41
Ian Clark,2015,DEN,31,-0.87,3.61,2.74,0.09,816481.0,1015058.0,229097.56,-112879.53,-112879.53
Ian Clark,2015,UTA,161,-1.58,-0.46,-2.04,0.06,816481.0,1015058.0,149760.8,-112879.53,-112879.53
Ian Clark,2016,GSW,578,-2.46,-5.32,-7.78,-1.48,947276.0,1176209.0,-4148136.32,-1457965.12,-1457965.12
Ian Clark,2017,GSW,1137,-0.6,-1.75,-2.35,0.23,1015696.0,1248711.0,818622.81,-983551.72,-888818.14
Ian Clark,2018,NOP,1455,-1.02,-2.5,-3.52,-0.57,1577230.0,1907903.0,-2286643.66,-1872052.39,-1168383.24
Ian Clark,2019,NOP,973,-2.24,-3.04,-5.27,-1.26,1757429.0,2066540.0,-5405789.84,-2291270.23,-1874617.68
Jordan Clarkson,2015,LAL,1476,0.16,-1.58,-1.43,0.98,507336.0,630726.0,2497232.62,2497232.62,2497232.62
Jordan Clarkson,2016,LAL,2552,-0.43,-2.21,-2.64,0.14,845059.0,1049289.0,403405.71,1450319.16,1450319.16
Jordan Clarkson,2017,LAL,2397,-0.51,-1.14,-1.65,1.35,12500000.0,15367680.0,4769336.35,2556658.23,2556658.23
Jordan Clarkson,2018,CLE,632,0.33,0.35,0.67,1.1,11562500.0,13986634.0,4406085.63,5621553.44,4840473.24
Jordan Clarkson,2018,LAL,1256,1.6,-1.51,0.09,1.82,11562500.0,13986634.0,7285832.64,5621553.44,4840473.24
Jordan Clarkson,2019,CLE,2214,2.04,-2.08,-0.04,3.04,12500000.0,14698607.0,13075815.83,9845690.15,6487541.76
Jordan Clarkson,2020,CLE,666,3.34,-2.15,1.19,1.33,13437500.0,15544750.0,6497243.99,13703140.76,8129899.49
Jordan Clarkson,2020,UTA,1039,2.53,-1.46,1.07,2.02,13437500.0,15544750.0,9844444.18,13703140.76,8129899.49
Jordan Clarkson,2021,UTA,1818,3.89,-1.31,2.58,4.95,11500000.0,13218061.0,26294350.67,18570618.22,10724821.09
Jordan Clarkson,2022,UTA,2141,2.45,-0.24,2.2,5.38,12420000.0,13545221.0,26503257.98,23046432.27,12697125.7
Gian Clavell,2018,DAL,64,-2.98,7.36,4.39,0.24,77250.0,93445.0,946910.64,946910.64,946910.64
Victor Claver,2014,POR,184,-1.8,4.03,2.23,0.47,1311240.0,1663932.0,1137232.23,1137232.23,1137232.23
Victor Claver,2015,POR,76,-2.39,0.64,-1.74,0.04,1370000.0,1703201.0,100227.52,618729.88,618729.88
Nicolas Claxton,2020,BRK,187,-3.17,1.24,-1.93,0.08,898310.0,1039181.0,379495.78,379495.78,379495.78
Nicolas Claxton,2021,BRK,594,-2.09,6.67,4.57,2.21,1517981.0,1744762.0,11745512.07,6062503.92,6062503.92
Chris Clemons,2020,HOU,291,-1.91,-2.24,-4.15,-0.21,563346.0,651689.0,-1030511.22,-1030511.22,-1030511.22
Antonius Cleveland,2018,ATL,42,-4.09,-7.19,-11.28,-0.18,384116.0,464647.0,-740248.35,-858003.27,-858003.27
Antonius Cleveland,2018,DAL,81,-7.28,3.82,-3.46,-0.03,384116.0,464647.0,-117754.92,-858003.27,-858003.27
Antonius Cleveland,2020,DAL,46,-6.55,-4.66,-11.21,-0.2,79568.0,92045.0,-965063.9,-911533.58,-911533.58
Amir Coffey,2020,LAC,159,-1.68,-2.44,-4.11,-0.11,79568.0,92045.0,-539048.0,-539048.0,-539048.0
Amir Coffey,2021,LAC,394,-3.01,-0.1,-3.1,-0.07,578842.0,665319.0,-376322.04,-457685.02,-457685.02
Amir Coffey,2022,LAC,1567,0.26,-0.88,-0.61,1.71,573576.0,625540.0,8402554.08,2495728.01,2495728.01
Norris Cole,2014,MIA,2014,-2.03,-0.34,-2.38,0.38,1191240.0,1511655.0,917415.93,917415.93,917415.93
Norris Cole,2015,MIA,1148,-1.58,-1.62,-3.2,-0.26,2150188.0,2673140.0,-655589.95,-670718.99,-670718.99
Norris Cole,2015,NOP,683,-2.44,-2.14,-4.58,-0.63,2150188.0,2673140.0,-1603263.96,-670718.99,-670718.99
Norris Cole,2016,NOP,1198,-1.01,-2.64,-3.65,-0.55,3203780.0,3978055.0,-1537433.0,-959623.66,-959623.66
Norris Cole,2017,OKC,125,-6.72,0.31,-6.42,-0.23,288131.0,354232.0,-827793.02,-1541359.98,-926666.0
Darren Collison,2014,LAC,2069,1.11,1.61,2.72,5.75,1900000.0,2411054.0,13898569.74,13898569.74,13898569.74
Darren Collison,2015,SAC,1565,1.74,2.31,4.05,5.41,4797664.0,5964515.0,13821931.4,13860250.57,13860250.57
Darren Collison,2016,SAC,2219,1.76,-1.66,0.09,3.2,5013559.0,6225214.0,8972028.45,12230843.2,12230843.2
Darren Collison,2017,SAC,2063,1.06,-1.74,-0.68,2.14,5229454.0,6429166.0,7594948.24,10129636.03,11071869.46
Darren Collison,2018,IND,2018,2.87,1.01,3.88,6.76,10000000.0,12096548.0,27126738.2,14564571.63,14282843.21
Darren Collison,2019,IND,2143,0.84,0.02,0.86,3.92,10000000.0,11758886.0,16842114.11,17187933.52,14709388.36
Darren Collison,2022,LAL,37,-7.99,-9.47,-17.46,-0.28,151821.0,165575.0,-1371242.62,-1371242.62,12412155.36
Jason Collins,2014,BRK,172,-5.74,-6.42,-12.16,-0.82,436316.0,553674.0,-1989292.24,-1989292.24,-1989292.24
John Collins,2018,ATL,1785,-1.07,0.52,-0.55,2.0,1936920.0,2343004.0,8036262.0,8036262.0,8036262.0
John Collins,2019,ATL,1829,3.25,-0.52,2.73,5.13,2299080.0,2703462.0,22035772.0,15036017.0,15036017.0
John Collins,2020,ATL,1363,0.0,-0.38,-0.37,1.65,2686560.0,3107862.0,8076104.75,12716046.25,12716046.25
John Collins,2021,ATL,1848,1.67,0.91,2.58,5.02,4137302.0,4755400.0,26663201.6,18925026.12,16202835.09
John Collins,2022,ATL,1663,0.64,0.8,1.45,3.55,23000000.0,25083744.0,17469683.9,17402996.75,16456204.85
Kyle Collinsworth,2018,DAL,480,-1.18,0.24,-0.94,0.44,595702.0,720593.0,1771865.08,1771865.08,1771865.08
Nick Collison,2014,OKC,1353,0.47,0.68,1.16,2.69,2585668.0,3281150.0,6504056.85,6504056.85,6504056.85
Nick Collison,2015,OKC,1101,-0.78,-0.07,-0.86,1.06,2242003.0,2787286.0,2716276.85,4610166.85,4610166.85
Nick Collison,2016,OKC,699,-3.26,0.87,-2.39,0.13,3750000.0,4656283.0,365211.1,3195181.6,3195181.6
Nick Collison,2017,OKC,128,-1.59,0.07,-1.52,0.08,3750000.0,4610304.0,283926.48,1121804.81,2467367.82
Nick Collison,2018,OKC,75,-4.92,-3.18,-8.1,-0.2,2328652.0,2816865.0,-820010.46,-56957.63,1809892.16
Zach Collins,2018,POR,1045,-3.58,-1.46,-5.04,-1.21,3057240.0,3698205.0,-4859769.2,-4859769.2,-4859769.2
Zach Collins,2019,POR,1356,-1.63,-0.85,-2.48,0.19,3628920.0,4267205.0,797832.53,-2030968.34,-2030968.34
Zach Collins,2020,POR,290,-1.14,1.43,0.3,0.45,4240200.0,4905142.0,2198663.31,-621091.12,-621091.12
Zach Collins,2022,SAS,502,-3.26,-0.05,-3.3,-0.14,7000000.0,7634183.0,-706620.66,746021.32,-642473.5
Bonzie Colson,2019,MIL,98,-2.53,-5.12,-7.65,-0.25,77250.0,90837.0,-1058030.3,-1058030.3,-1058030.3
Mike Conley,2014,MEM,2446,3.45,0.36,3.81,8.11,7900000.0,10024911.0,19620358.83,19620358.83,19620358.83
Mike Conley,2015,MEM,2225,2.43,0.47,2.9,6.39,8760000.0,10890541.0,16326991.62,17973675.22,17973675.22
Mike Conley,2016,MEM,1761,2.24,-0.88,1.36,3.63,9680000.0,12019420.0,10195498.78,15380949.74,15380949.74
Mike Conley,2017,MEM,2292,5.27,0.13,5.41,9.48,26540100.0,32628781.0,33580787.27,20034425.89,19930909.12
Mike Conley,2018,MEM,373,1.34,2.07,3.4,1.17,28530608.0,34512187.0,4678994.72,16151760.26,16880526.24
Mike Conley,2019,MEM,2342,4.61,1.7,6.31,10.76,30521115.0,35889432.0,46221687.71,28160489.9,21770719.82
Mike Conley,2020,UTA,1363,0.85,-1.6,-0.75,1.39,32511623.0,37610051.0,6776602.28,19225761.57,19628703.03
Mike Conley,2021,UTA,1498,3.77,3.95,7.72,8.02,34502132.0,39656633.0,42556463.79,31851584.59,22494673.12
Mike Conley,2022,UTA,2058,2.56,1.48,4.04,7.09,21000000.0,22902549.0,34901142.31,28078069.46,23873169.7
Pat Connaughton,2016,POR,143,-7.29,-1.17,-8.46,-0.42,625093.0,776162.0,-1177419.59,-1177419.59,-1177419.59
Pat Connaughton,2017,POR,316,-0.77,-2.61,-3.38,-0.1,874636.0,1075290.0,-359093.13,-768256.36,-768256.36
Pat Connaughton,2018,POR,1488,-0.36,-0.09,-0.45,1.73,1471382.0,1779864.0,6941993.43,1801826.9,1801826.9
Pat Connaughton,2019,MIL,1261,-0.12,0.17,0.04,1.78,1641000.0,1929633.0,7666296.3,4749732.2,3267944.25
Pat Connaughton,2020,MIL,1243,-1.21,0.54,-0.67,1.32,1723050.0,1993256.0,6424516.41,7010935.38,3899258.68
Pat Connaughton,2021,MIL,1575,-0.42,1.66,1.24,3.19,4938273.0,5676034.0,16960152.99,10350321.9,6076074.4
Pat Connaughton,2022,MIL,1691,0.55,0.02,0.57,2.85,5333334.0,5816521.0,14039244.08,12474637.83,7213670.07
Charles Cooke,2018,NOP,38,-8.3,3.82,-4.48,-0.03,77250.0,93445.0,-132711.17,-132711.17,-132711.17
Quinn Cook,2017,DAL,77,1.38,-6.92,-5.53,-0.11,95904.0,117904.0,-388530.83,-628048.7,-628048.7
Quinn Cook,2017,NOP,111,0.64,-4.59,-3.95,-0.07,95904.0,117904.0,-239517.87,-628048.7,-628048.7
Quinn Cook,2018,GSW,740,-0.51,-4.66,-5.17,-0.9,189832.0,229630.0,-3618539.35,-2123294.02,-2123294.02
Quinn Cook,2019,GSW,1059,-0.84,-4.4,-5.23,-1.33,1544951.0,1816690.0,-5700006.2,-3315531.42,-3315531.42
Quinn Cook,2020,LAL,508,-1.66,-2.53,-4.19,-0.37,3000000.0,3470455.0,-1822316.88,-3713620.81,-2942227.78
Quinn Cook,2021,CLE,95,0.26,-3.09,-2.83,-0.0,1981649.0,2277700.0,-21544.96,-2718737.73,-2480560.25
Quinn Cook,2021,LAL,62,-2.29,-4.13,-6.42,-0.12,1981649.0,2277700.0,-612345.15,-2718737.73,-2480560.25
Tyler Cook,2020,CLE,35,-1.52,-5.95,-7.47,-0.08,79568.0,92045.0,-408934.26,-283121.73,-283121.73
Tyler Cook,2020,DEN,19,-2.27,2.21,-0.06,0.03,79568.0,92045.0,125812.53,-283121.73,-283121.73
Tyler Cook,2021,BRK,17,-8.12,10.08,1.97,0.04,693141.0,796693.0,215921.93,-2696906.41,-2696906.41
Tyler Cook,2021,DET,421,-3.35,-4.11,-7.46,-1.0,693141.0,796693.0,-5326613.02,-2696906.41,-2696906.41
Tyler Cook,2022,CHI,200,-4.35,-1.05,-5.4,-0.27,462629.0,504542.0,-1331194.93,-2241669.25,-2241669.25
Jack Cooley,2015,UTA,87,-2.0,4.05,2.05,0.22,152199.0,189215.0,549678.4,549678.4,549678.4
Jack Cooley,2018,SAC,87,4.97,1.37,6.33,0.4,77250.0,93445.0,1599777.38,1599777.38,1074727.89
Sharife Cooper,2022,ATL,39,-18.42,-4.92,-23.33,-0.41,462629.0,504542.0,-2024193.34,-2024193.34,-2024193.34
Chris Copeland,2014,IND,265,4.38,-6.44,-2.06,0.09,3000000.0,3806928.0,227393.09,227393.09,227393.09
Chris Copeland,2015,IND,828,-1.75,-2.92,-4.67,-0.82,3130000.0,3891255.0,-2086827.12,-929717.02,-929717.02
Chris Copeland,2016,MIL,156,-4.64,-8.23,-12.87,-0.8,1150000.0,1427927.0,-2257928.63,-1372454.22,-1372454.22
Petr Cornelie,2022,DEN,38,-6.61,-0.68,-7.29,-0.09,218021.0,237773.0,-447442.04,-447442.04,-447442.04
Matt Costello,2018,SAS,32,0.1,0.55,0.65,0.06,77250.0,93445.0,222108.04,222108.04,222108.04
Bryce Cotton,2015,UTA,159,-2.85,-3.26,-6.1,-0.27,152200.0,189216.0,-697420.47,-697420.47,-697420.47
Bryce Cotton,2016,MEM,6,3.78,-18.33,-14.55,-0.04,99418.0,123444.0,-100169.43,-600933.14,-600933.14
Bryce Cotton,2016,PHO,33,-9.29,-1.94,-11.23,-0.14,99418.0,123444.0,-404276.37,-600933.14,-600933.14
DeMarcus Cousins,2014,SAC,2298,1.68,3.32,5.0,9.16,4916973.0,6239521.0,22155935.56,22155935.56,22155935.56
DeMarcus Cousins,2015,SAC,2013,0.93,4.42,5.35,8.49,13701250.0,17033565.0,21684059.08,21919997.32,21919997.32
DeMarcus Cousins,2016,SAC,2246,0.25,4.1,4.35,8.34,14728844.0,18288447.0,23419481.78,22419825.47,22419825.47
DeMarcus Cousins,2017,NOP,574,2.28,2.77,5.05,2.32,15756438.0,19371191.0,8228373.07,26830627.22,25661954.31
DeMarcus Cousins,2017,SAC,1891,3.78,1.37,5.15,7.66,15756438.0,19371191.0,27159967.74,26830627.22,25661954.31
DeMarcus Cousins,2018,NOP,1737,0.31,2.2,2.51,4.72,18063850.0,21851023.0,18946555.74,25918126.11,24318874.59
DeMarcus Cousins,2019,GSW,771,-0.35,5.34,4.99,3.08,5337000.0,6275717.0,13221617.59,22518838.05,22469331.76
DeMarcus Cousins,2021,HOU,506,-1.22,2.91,1.69,1.16,3051832.0,3507765.0,6162775.7,10657982.02,20415762.43
DeMarcus Cousins,2021,LAC,207,-2.15,2.78,0.64,0.36,3051832.0,3507765.0,1931570.76,10657982.02,20415762.43
DeMarcus Cousins,2022,DEN,431,-1.8,1.16,-0.64,0.47,2038942.0,2223664.0,2339048.1,8183542.76,18897884.51
DeMarcus Cousins,2022,MIL,287,2.58,2.76,5.34,1.2,2038942.0,2223664.0,5933690.96,8183542.76,18897884.51
Robert Covington,2014,HOU,34,0.35,2.51,2.86,0.1,490180.0,622026.0,234737.11,234737.11,234737.11
Robert Covington,2015,PHI,1956,1.23,-0.24,0.99,3.77,1000000.0,1243212.0,9635850.91,4935294.01,4935294.01
Robert Covington,2016,PHI,1903,-0.68,1.91,1.23,3.94,1000000.0,1241675.0,11049510.92,6973366.31,6973366.31
Robert Covington,2017,PHI,2119,-1.66,3.75,2.09,5.29,1015696.0,1248711.0,18745782.31,13143714.71,9916470.31
Robert Covington,2018,PHI,2532,1.25,3.61,4.86,9.91,16698103.0,20198941.0,39748657.96,23181317.06,15882907.84
Robert Covington,2019,MIN,763,-0.1,2.34,2.25,1.94,10464092.0,12304606.0,8345229.5,24333203.48,15653284.9
Robert Covington,2019,PHI,440,-1.4,4.99,3.6,1.43,10464092.0,12304606.0,6159940.67,24333203.48,15653284.9
Robert Covington,2020,HOU,726,-1.32,3.14,1.82,1.7,11301219.0,13073460.0,8309603.24,25885272.96,16760242.88
